作品_ID,作品名,接頭語（カテゴリー）,識別ID,アイテム_ID,assetKey,画像ファイルID,アイテム名,レアリティ,最大所持数,最大表示上限数,フレーバーテキスト,アイテム備考,start_date
mar,マリッジトキシン,artwork_enhance,00001,artwork_enhance_mar_00001,artwork_enhance_mar_00001,item_icon_artwork_enhance_mar_00001,「マリッジトキシン」の表紙,UR,"999,999,999","999,999,999",「マリッジトキシン」の原画のグレードアップに使用するアイテム,,
sib,シバつき物件,artwork_enhance,00001,artwork_enhance_sib_00001,artwork_enhance_sib_00001,item_icon_artwork_enhance_sib_00001,「シバつき物件」の表紙,UR,"999,999,999","999,999,999",「シバつき物件」の原画のグレードアップに使用するアイテム,,
nek,猫田びより,artwork_enhance,00001,artwork_enhance_nek_00001,artwork_enhance_nek_00001,item_icon_artwork_enhance_nek_00001,「猫田びより」の表紙,UR,"999,999,999","999,999,999",「猫田びより」の原画のグレードアップに使用するアイテム,,
mad,MAD,artwork_enhance,00001,artwork_enhance_mad_00001,artwork_enhance_mad_00001,item_icon_artwork_enhance_mad_00001,「MAD」の表紙,UR,"999,999,999","999,999,999",「MAD」の原画のグレードアップに使用するアイテム,,
syu,終末のハーレム,artwork_enhance,00001,artwork_enhance_syu_00001,artwork_enhance_syu_00001,item_icon_artwork_enhance_syu_00001,「終末のハーレム」の表紙,UR,"999,999,999","999,999,999",「終末のハーレム」の原画のグレードアップに使用するアイテム,,
aft,終末のハーレム After World,artwork_enhance,00001,artwork_enhance_aft_00001,artwork_enhance_aft_00001,item_icon_artwork_enhance_aft_00001,「終末のハーレム After World」の表紙,UR,"999,999,999","999,999,999",「終末のハーレム After World」の原画のグレードアップに使用するアイテム,,
fan,終末のハーレム ファンタジア,artwork_enhance,00001,artwork_enhance_fan_00001,artwork_enhance_fan_00001,item_icon_artwork_enhance_fan_00001,「終末のハーレム ファンタジア」の表紙,UR,"999,999,999","999,999,999",「終末のハーレム ファンタジア」の原画のグレードアップに使用するアイテム,,
kut,口が裂けても君には,artwork_enhance,00001,artwork_enhance_kut_00001,artwork_enhance_kut_00001,item_icon_artwork_enhance_kut_00001,「口が裂けても君には」の表紙,UR,"999,999,999","999,999,999",「口が裂けても君には」の原画のグレードアップに使用するアイテム,,
san,サンキューピッチ,artwork_enhance,00001,artwork_enhance_san_00001,artwork_enhance_san_00001,item_icon_artwork_enhance_san_00001,「サンキューピッチ」の表紙,UR,"999,999,999","999,999,999",「サンキューピッチ」の原画のグレードアップに使用するアイテム,,
kus,クソ女に幸あれ,artwork_enhance,00001,artwork_enhance_kus_00001,artwork_enhance_kus_00001,item_icon_artwork_enhance_kus_00001,「クソ女に幸あれ」の表紙,UR,"999,999,999","999,999,999",「クソ女に幸あれ」の原画のグレードアップに使用するアイテム,,
han,半人前の恋人,artwork_enhance,00001,artwork_enhance_han_00001,artwork_enhance_han_00001,item_icon_artwork_enhance_han_00001,「半人前の恋人」の表紙,UR,"999,999,999","999,999,999",「半人前の恋人」の原画のグレードアップに使用するアイテム,,
kub,久保さんは僕を許さない,artwork_enhance,00001,artwork_enhance_kub_00001,artwork_enhance_kub_00001,item_icon_artwork_enhance_kub_00001,「久保さんは僕を許さない」の表紙,UR,"999,999,999","999,999,999",「久保さんは僕を許さない」の原画のグレードアップに使用するアイテム,,
sei,正反対な君と僕,artwork_enhance,00001,artwork_enhance_sei_00001,artwork_enhance_sei_00001,item_icon_artwork_enhance_sei_00001,「正反対な君と僕」の表紙,UR,"999,999,999","999,999,999",「正反対な君と僕」の原画のグレードアップに使用するアイテム,,
kaw,カワイスギクライシス,artwork_enhance,00001,artwork_enhance_kaw_00001,artwork_enhance_kaw_00001,item_icon_artwork_enhance_kaw_00001,「カワイスギクライシス」の表紙,UR,"999,999,999","999,999,999",「カワイスギクライシス」の原画のグレードアップに使用するアイテム,,
c8m,ちえりの恋は8メートル,artwork_enhance,00001,artwork_enhance_c8m_00001,artwork_enhance_c8m_00001,item_icon_artwork_enhance_c8m_00001,「ちえりの恋は8メートル」の表紙,UR,"999,999,999","999,999,999",「ちえりの恋は8メートル」の原画のグレードアップに使用するアイテム,,
vig,ヴィジランテ-僕のヒーローアカデミア ILLEGALS-,artwork_enhance,00001,artwork_enhance_vig_00001,artwork_enhance_vig_00001,item_icon_artwork_enhance_vig_00001,「ヴィジランテ-僕のヒーローアカデミア ILLEGALS-」の表紙,UR,"999,999,999","999,999,999",「ヴィジランテ-僕のヒーローアカデミア ILLEGALS-」の原画のグレードアップに使用するアイテム,,
ssm,すすめ！ジャンプへっぽこ探検隊！,artwork_enhance,00001,artwork_enhance_ssm_00001,artwork_enhance_ssm_00001,item_icon_artwork_enhance_ssm_00001,「すすめ！ジャンプへっぽこ探検隊！」の表紙,UR,"999,999,999","999,999,999",「すすめ！ジャンプへっぽこ探検隊！」の原画のグレードアップに使用するアイテム,,
eiu,英雄機関,artwork_enhance,00001,artwork_enhance_eiu_00001,artwork_enhance_eiu_00001,item_icon_artwork_enhance_eiu_00001,「英雄機関」の表紙,UR,"999,999,999","999,999,999",「英雄機関」の原画のグレードアップに使用するアイテム,,
exo,エクソシストを堕とせない,artwork_enhance,00001,artwork_enhance_exo_00001,artwork_enhance_exo_00001,item_icon_artwork_enhance_exo_00001,「エクソシストを堕とせない」の表紙,UR,"999,999,999","999,999,999",「エクソシストを堕とせない」の原画のグレードアップに使用するアイテム,,
oto,大人大戦,artwork_enhance,00001,artwork_enhance_oto_00001,artwork_enhance_oto_00001,item_icon_artwork_enhance_oto_00001,「大人大戦」の表紙,UR,"999,999,999","999,999,999",「大人大戦」の原画のグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"▼いいジャンくじ（BOXガシャ）専用リソースアイテム（end_dateの記載を忘れないように）
※その都度、ID切り直し名称も少し変更しますが、画像は共通のものを使用してください",,,,,,,,,,,,,
glo,GLOW,box_item,00001,box_item_glo_00001,box_item_glo_00001,item_icon_box_item_glo_00001,100カノ いいジャンくじ券,R,"999,999,999","999,999,999",100カノ いいジャンくじ券引換所で使用するアイテム,"画像デザインは全て同じものを使用するので、アセットキーや画像ファイルIDは固定とする
アイテム名称は施策名+いいジャンくじ券
とする
識別IDは連番で使用する
施策終了に合わせて非表示になるようにする",2026-02-16 15:00:00
hav2,ハーフアニバーサリー 感謝祭！　後半,box_item,00001,box_item_hav2_00001,box_item_hav2_00001,item_icon_box_item_glo_00001,ハーフアニバーサリー いいジャンくじ券,R,"999,999,999","999,999,999",ハーフアニバーサリー いいジャンくじ引換所で使用するアイテム,,2026-03-30 15:00:00
,,,,,,,,,,,,,
▼収集アイテム（交換所で使用できるアイテム）（end_dateの記載を忘れないように）,,,,,,,,,,,,,
glo,GLOW,item,00001,item_glo_00001,item_glo_00001,item_icon_item_glo_00001,いいジャン祭メダル【赤】,R,"999,999,999","999,999,999",交換所で使用するメダル,,2026-01-01 00:00:00
glo,GLOW,item,00002,item_glo_00002,item_glo_00002,item_icon_item_glo_00002,いいジャン祭メダル【青】,R,"999,999,999","999,999,999",交換所で使用するメダル,,2026-01-01 00:00:00
glo,GLOW,item,00003,item_glo_00003,item_glo_00003,item_icon_item_glo_00003,いいジャン祭メダル【緑】,R,"999,999,999","999,999,999",交換所で使用するメダル,,2026-01-01 00:00:00
glo,GLOW,item,00004,item_glo_00004,item_glo_00004,item_icon_item_glo_00004,いいジャン祭メダル【黄】,R,"999,999,999","999,999,999",交換所で使用するメダル,,2026-01-01 00:00:00
kim,君のことが大大大大大好きな100人の彼女,item,00001,item_kim_00001,item_kim_00001,item_icon_item_kim_00001,打ち消しの薬,R,"999,999,999","999,999,999",君のことが大大大大大好きな100人の彼女交換所で使用するアイテム,BOXガシャへ変更のため、不使用,不使用
hut,ふつうの軽音部,item,00001,item_hut_00001,item_hut_00001,item_icon_item_hut_00001,ギターピック,R,"999,999,999","999,999,999",ふつうの軽音部交換所で使用するアイテム,,2026-03-02 15:00:00
aya,あやかしトライアングル,item,00001,item_aya_00001,item_aya_00001,item_icon_item_aya_00001,風車,R,"999,999,999","999,999,999",あやかしトライアングル交換所で使用するアイテム,,2026-04-17 15:00:00
glo,GLOW,item,00005,item_glo_00005,item_glo_00005,item_icon_item_glo_00005,GWメダル,R,"999,999,999","999,999,999",交換所で使用するメダル,,2026-05-01 15:00:00
,,,,,,,,,,,,,
▼原画（アイコン用のIDとして発行）,,,,,,,,,,,,,
glo,GLOW,item,90000,item_glo_90000,item_glo_90000,item_icon_item_glo_90000,原画,UR,　1,1,,原画そのものを報酬に置いたときに共通で表示する際のアイコン,
,,,,,,,,,,,,,
▼ランクマッチ専用アイテム,,,,,,,,,,,,,
glo,GLOW,entry_item,00001,entry_item_glo_00001,entry_item_glo_00001,item_icon_entry_item_glo_00001,ランクマッチチケット,UR,"999,999,999","999,999,999",ランクマッチに挑戦するためのアイテム,ランクマッチの挑戦回数を回復する,2024-01-01 00:00:00
