memo,,,,,,,,,,,,,
TABLE,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttackI18n,MstAttackI18n
e,202509010,e_glo_00001_general_sum_vh_big_Normal_Yellow_Normal_00000,e_glo_00001_general_sum_vh_big_Normal_Yellow,0,Normal,,,50,25,90,,,
e,202509010,c_sum_00201_general_sum_vh_Normal_Blue_Normal_00000,c_sum_00201_general_sum_vh_Normal_Blue,0,Normal,,,110,34,150,,,
e,202509010,c_sum_00201_general_sum_vh_Normal_Blue_Special_00001,c_sum_00201_general_sum_vh_Normal_Blue,0,Special,,,135,85,0,,,
e,202509010,c_sum_00201_general_sum_vh_Boss_Blue_Normal_00000,c_sum_00201_general_sum_vh_Boss_Blue,0,Normal,,,110,34,150,,,
e,202509010,c_sum_00201_general_sum_vh_Boss_Blue_Appearance_00001,c_sum_00201_general_sum_vh_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_sum_00201_general_sum_vh_Boss_Blue_Special_00002,c_sum_00201_general_sum_vh_Boss_Blue,0,Special,,,135,85,0,,,
e,202509010,e_sum_00001_general_sum_vh_Normal_Red_Normal_00000,e_sum_00001_general_sum_vh_Normal_Red,0,Normal,,,75,33,50,,,
e,202509010,e_sum_00001_general_sum_vh_Normal_Blue_Normal_00000,e_sum_00001_general_sum_vh_Normal_Blue,0,Normal,,,75,33,50,,,
e,202509010,e_sum_00001_general_sum_vh_Normal_Green_Normal_00000,e_sum_00001_general_sum_vh_Normal_Green,0,Normal,,,75,33,50,,,
e,202509010,e_sum_00001_general_sum_vh_Normal_Yellow_Normal_00000,e_sum_00001_general_sum_vh_Normal_Yellow,0,Normal,,,75,33,50,,,
e,202509010,e_sum_00001_general_sum_vh_big_Normal_Blue_Normal_00000,e_sum_00001_general_sum_vh_big_Normal_Blue,0,Normal,,,75,33,125,,,
e,202509010,e_sum_00001_general_sum_vh_big_Normal_Yellow_Normal_00000,e_sum_00001_general_sum_vh_big_Normal_Yellow,0,Normal,,,75,33,100,,,
e,202509010,e_sum_00101_general_sum_vh_Boss_Blue_Normal_00000,e_sum_00101_general_sum_vh_Boss_Blue,0,Normal,,,70,30,175,,,
e,202509010,e_sum_00101_general_sum_vh_Boss_Blue_Appearance_00001,e_sum_00101_general_sum_vh_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,e_sum_00201_general_sum_vh_Boss_Yellow_Normal_00000,e_sum_00201_general_sum_vh_Boss_Yellow,0,Normal,,,70,30,100,,,
e,202509010,e_sum_00201_general_sum_vh_Boss_Yellow_Appearance_00001,e_sum_00201_general_sum_vh_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,e_sum_00101_general_sum_vh_Normal_Green_Normal_00000,e_sum_00101_general_sum_vh_Normal_Green,0,Normal,,,70,30,175,,,
e,202509010,e_sum_00201_general_sum_vh_Normal_Yellow_Normal_00000,e_sum_00201_general_sum_vh_Normal_Yellow,0,Normal,,,70,30,100,,,
e,202509010,c_sum_00001_general_sum_vh_Normal_Green_Normal_00000,c_sum_00001_general_sum_vh_Normal_Green,0,Normal,,,75,33,25,,,
e,202509010,c_sum_00001_general_sum_vh_Normal_Green_Special_00001,c_sum_00001_general_sum_vh_Normal_Green,0,Special,,,117,0,0,,,
e,202509010,c_sum_00001_general_sum_vh2_Normal_Blue_Normal_00000,c_sum_00001_general_sum_vh2_Normal_Blue,0,Normal,,,75,33,35,,,
e,202509010,c_sum_00001_general_sum_vh2_Normal_Blue_Special_00001,c_sum_00001_general_sum_vh2_Normal_Blue,0,Special,,,117,0,0,,,
e,202509010,c_sum_00101_general_sum_vh_Boss_Blue_Normal_00000,c_sum_00101_general_sum_vh_Boss_Blue,0,Normal,,,57,25,125,,,
e,202509010,c_sum_00101_general_sum_vh_Boss_Blue_Appearance_00001,c_sum_00101_general_sum_vh_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_sum_00101_general_sum_vh_Boss_Blue_Special_00002,c_sum_00101_general_sum_vh_Boss_Blue,0,Special,,,110,50,0,,,
e,202509010,c_sum_00101_general_sum_vh_Boss_Yellow_Normal_00000,c_sum_00101_general_sum_vh_Boss_Yellow,0,Normal,,,57,25,125,,,
e,202509010,c_sum_00101_general_sum_vh_Boss_Yellow_Appearance_00001,c_sum_00101_general_sum_vh_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,c_sum_00101_general_sum_vh_Boss_Yellow_Special_00002,c_sum_00101_general_sum_vh_Boss_Yellow,0,Special,,,110,50,0,,,
e,202509010,c_sum_00201_general_sum_vh2_Boss_Green_Normal_00000,c_sum_00201_general_sum_vh2_Boss_Green,0,Normal,,,110,34,120,,,
e,202509010,c_sum_00201_general_sum_vh2_Boss_Green_Appearance_00001,c_sum_00201_general_sum_vh2_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,c_sum_00201_general_sum_vh2_Boss_Green_Special_00002,c_sum_00201_general_sum_vh2_Boss_Green,0,Special,,,135,85,0,,,
e,202509010,c_sum_00201_general_sum_vh3_Normal_Green_Normal_00000,c_sum_00201_general_sum_vh3_Normal_Green,0,Normal,,,110,34,120,,,
e,202509010,c_sum_00201_general_sum_vh3_Normal_Green_Special_00001,c_sum_00201_general_sum_vh3_Normal_Green,0,Special,,,135,85,0,,,
,,,,,,,,,,,,,
e,202509010,e_kai_00301_general_1_Normal_Colorless_Normal_00000,e_kai_00301_general_1_Normal_Colorless,0,Normal,,,50,20,75,,,
e,202509010,e_kai_00301_general_1_Boss_Green_Normal_00000,e_kai_00301_general_1_Boss_Green,0,Normal,,,50,20,100,,,
e,202509010,e_kai_00301_general_1_Boss_Green_Appearance_00001,e_kai_00301_general_1_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,e_kai_00301_general_Normal_Colorless_Normal_00000,e_kai_00301_general_Normal_Colorless,0,Normal,,,50,20,50,,,
e,202509010,e_kai_00301_general_Normal_Green_Normal_00000,e_kai_00301_general_Normal_Green,0,Normal,,,50,20,50,,,
e,202509010,e_kai_00001_general_Normal_Yellow_Normal_00000,e_kai_00001_general_Normal_Yellow,0,Normal,,,68,10,100,,,
e,202509010,e_kai_00001_general_Boss_Yellow_Normal_00000,e_kai_00001_general_Boss_Yellow,0,Normal,,,68,10,100,,,
e,202509010,e_kai_00001_general_Boss_Yellow_Appearance_00001,e_kai_00001_general_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,e_kai_00101_general_Normal_Colorless_Normal_00000,e_kai_00101_general_Normal_Colorless,0,Normal,,,62,28,75,,,
e,202509010,e_kai_00101_general_Normal_Yellow_Normal_00000,e_kai_00101_general_Normal_Yellow,0,Normal,,,62,28,50,,,
e,202509010,e_kai_00101_general_Normal_Green_Normal_00000,e_kai_00101_general_Normal_Green,0,Normal,,,62,28,75,,,
e,202509010,e_kai_00201_general_Boss_Yellow_Normal_00000,e_kai_00201_general_Boss_Yellow,0,Normal,,,124,63,100,,,
e,202509010,e_kai_00201_general_Boss_Yellow_Appearance_00001,e_kai_00201_general_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,c_kai_00001_general_Normal_Yellow_Normal_00000,c_kai_00001_general_Normal_Yellow,0,Normal,,,92,50,75,,,
e,202509010,c_kai_00001_general_Normal_Yellow_Special_00001,c_kai_00001_general_Normal_Yellow,0,Special,,,117,67,0,,,
e,202509010,c_kai_00002_general_Boss_Yellow_Normal_00000,c_kai_00002_general_Boss_Yellow,0,Normal,,,75,27,100,,,
e,202509010,c_kai_00002_general_Boss_Yellow_Appearance_00001,c_kai_00002_general_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,c_kai_00002_general_Boss_Yellow_Special_00002,c_kai_00002_general_Boss_Yellow,0,Special,,,120,0,0,,,
e,202509010,c_kai_00301_general_Normal_Yellow_Normal_00000,c_kai_00301_general_Normal_Yellow,0,Normal,,,102,35,75,,,
e,202509010,c_kai_00301_general_Normal_Yellow_Special_00001,c_kai_00301_general_Normal_Yellow,0,Special,,,167,54,0,,,
,,,,,,,,,,,,,
e,202509010,e_glo_00001_general_kai_vh_Normal_Red_Normal_00000,e_glo_00001_general_kai_vh_Normal_Red,0,Normal,,,50,25,35,,,
e,202509010,e_glo_00001_general_kai_vh_Normal_Blue_Normal_00000,e_glo_00001_general_kai_vh_Normal_Blue,0,Normal,,,50,25,35,,,
e,202509010,e_glo_00001_general_kai_vh_Normal_Green_Normal_00000,e_glo_00001_general_kai_vh_Normal_Green,0,Normal,,,50,25,35,,,
e,202509010,e_glo_00001_general_kai_vh_big_Normal_Red_Normal_00000,e_glo_00001_general_kai_vh_big_Normal_Red,0,Normal,,,50,25,20,,,
e,202509010,e_glo_00001_general_kai_vh_big_Normal_Green_Normal_00000,e_glo_00001_general_kai_vh_big_Normal_Green,0,Normal,,,50,25,20,,,
e,202509010,e_kai_00301_general_kai_vh_Normal_Green_Normal_00000,e_kai_00301_general_kai_vh_Normal_Green,0,Normal,,,50,20,125,,,
e,202509010,e_kai_00301_general_kai_vh_Normal_Yellow_Normal_00000,e_kai_00301_general_kai_vh_Normal_Yellow,0,Normal,,,50,20,125,,,
e,202509010,e_kai_00301_general_kai_vh_Boss_Green_Normal_00000,e_kai_00301_general_kai_vh_Boss_Green,0,Normal,,,50,20,125,,,
e,202509010,e_kai_00301_general_kai_vh_Boss_Green_Appearance_00001,e_kai_00301_general_kai_vh_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,e_kai_00301_general_kai_vh_Normal_Blue_Normal_00000,e_kai_00301_general_kai_vh_Normal_Blue,0,Normal,,,50,20,125,,,
e,202509010,e_kai_00001_general_kai_vh_Normal_Green_Normal_00000,e_kai_00001_general_kai_vh_Normal_Green,0,Normal,,,92,50,75,,,
e,202509010,e_kai_00001_general_kai_vh_Normal_Blue_Normal_00000,e_kai_00001_general_kai_vh_Normal_Blue,0,Normal,,,92,50,125,,,
e,202509010,e_kai_00001_general_kai_vh_Boss_Green_Normal_00000,e_kai_00001_general_kai_vh_Boss_Green,0,Normal,,,92,50,125,,,
e,202509010,e_kai_00001_general_kai_vh_Boss_Green_Appearance_00001,e_kai_00001_general_kai_vh_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,e_kai_00001_general_kai_vh_Boss_Blue_Normal_00000,e_kai_00001_general_kai_vh_Boss_Blue,0,Normal,,,92,50,125,,,
e,202509010,e_kai_00001_general_kai_vh_Boss_Blue_Appearance_00001,e_kai_00001_general_kai_vh_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,e_kai_00101_general_kai_vh_Normal_Green_Normal_00000,e_kai_00101_general_kai_vh_Normal_Green,0,Normal,,,62,28,75,,,
e,202509010,e_kai_00101_general_kai_vh_Normal_Blue_Normal_00000,e_kai_00101_general_kai_vh_Normal_Blue,0,Normal,,,62,28,50,,,
e,202509010,e_kai_00101_general_kai_vh_Normal_Red_Normal_00000,e_kai_00101_general_kai_vh_Normal_Red,0,Normal,,,62,28,50,,,
e,202509010,e_kai_00101_general_kai_vh_Normal_Yellow_Normal_00000,e_kai_00101_general_kai_vh_Normal_Yellow,0,Normal,,,62,28,50,,,
e,202509010,e_kai_00201_general_kai_vh2_Normal_Red_Normal_00000,e_kai_00201_general_kai_vh2_Normal_Red,0,Normal,,,124,63,250,,,
e,202509010,e_kai_00201_general_kai_vh2_Boss_Red_Normal_00000,e_kai_00201_general_kai_vh2_Boss_Red,0,Normal,,,124,63,75,,,
e,202509010,e_kai_00201_general_kai_vh2_Boss_Red_Appearance_00001,e_kai_00201_general_kai_vh2_Boss_Red,0,Appearance,,,50,0,0,,,
e,202509010,e_kai_00201_general_kai_vh_Boss_Yellow_Normal_00000,e_kai_00201_general_kai_vh_Boss_Yellow,0,Normal,,,124,63,75,,,
e,202509010,e_kai_00201_general_kai_vh_Boss_Yellow_Appearance_00001,e_kai_00201_general_kai_vh_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,c_kai_00001_general_kai_vh_Boss_Yellow_Normal_00000,c_kai_00001_general_kai_vh_Boss_Yellow,0,Normal,,,92,50,100,,,
e,202509010,c_kai_00001_general_kai_vh_Boss_Yellow_Appearance_00001,c_kai_00001_general_kai_vh_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,c_kai_00001_general_kai_vh_Boss_Yellow_Special_00002,c_kai_00001_general_kai_vh_Boss_Yellow,0,Special,,,117,67,0,,,
e,202509010,c_kai_00002_general_kai_vh_Boss_Red_Normal_00000,c_kai_00002_general_kai_vh_Boss_Red,0,Normal,,,75,27,100,,,
e,202509010,c_kai_00002_general_kai_vh_Boss_Red_Special_00001,c_kai_00002_general_kai_vh_Boss_Red,0,Special,,,120,0,0,,,
e,202509010,c_kai_00301_general_kai_vh_Boss_Green_Normal_00000,c_kai_00301_general_kai_vh_Boss_Green,0,Normal,,,102,35,50,,,
e,202509010,c_kai_00301_general_kai_vh_Boss_Green_Appearance_00001,c_kai_00301_general_kai_vh_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,c_kai_00301_general_kai_vh_Boss_Green_Special_00002,c_kai_00301_general_kai_vh_Boss_Green,0,Special,,,167,54,0,,,
,,,,,,,,,,,,,
e,202509010,c_kai_00002_general_as4_Normal_Green_Normal_00000,c_kai_00002_general_as4_Normal_Green,0,Normal,,,75,27,100,,,
e,202509010,c_kai_00002_general_as4_Normal_Green_Special_00001,c_kai_00002_general_as4_Normal_Green,0,Special,,,120,0,0,,,
e,202509010,c_sum_00101_general_as4_Boss_Green_Normal_00000,c_sum_00101_general_as4_Boss_Green,0,Normal,,,57,25,150,,,
e,202509010,c_sum_00101_general_as4_Boss_Green_Appearance_00001,c_sum_00101_general_as4_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,c_sum_00101_general_as4_Boss_Green_Special_00002,c_sum_00101_general_as4_Boss_Green,0,Special,,,110,50,0,,,
e,202509010,c_kai_00101_general_as4_Normal_Green_Normal_00000,c_kai_00101_general_as4_Normal_Green,0,Normal,,,70,46,130,,,
e,202509010,c_kai_00101_general_as4_Normal_Green_Special_00001,c_kai_00101_general_as4_Normal_Green,0,Special,,,159,0,0,,,
e,202509010,c_sum_00201_general_as4_Normal_Green_Normal_00000,c_sum_00201_general_as4_Normal_Green,0,Normal,,,110,34,50,,,
e,202509010,c_sum_00201_general_as4_Normal_Green_Special_00001,c_sum_00201_general_as4_Normal_Green,0,Special,,,135,85,0,,,
e,202509010,e_sum_00101_general_as4_Normal_Green_Normal_00000,e_sum_00101_general_as4_Normal_Green,0,Normal,,,70,30,150,,,
e,202509010,e_sum_00201_general_as4_Normal_Green_Normal_00000,e_sum_00201_general_as4_Normal_Green,0,Normal,,,70,30,10,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
e,202509010,c_mag_00001_general_as4_Boss_Blue_Normal_00000,c_mag_00001_general_as4_Boss_Blue,0,Normal,,,89,46,75,,,
e,202509010,c_mag_00001_general_as4_Boss_Blue_Appearance_00001,c_mag_00001_general_as4_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_mag_00001_general_as4_Boss_Blue_Special_00002,c_mag_00001_general_as4_Boss_Blue,0,Special,,,117,0,0,,,
e,202509010,c_kai_00301_general_as4_Normal_Blue_Normal_00000,c_kai_00301_general_as4_Normal_Blue,0,Normal,,,120,35,50,,,
e,202509010,c_kai_00301_general_as4_Normal_Blue_Special_00001,c_kai_00301_general_as4_Normal_Blue,0,Special,,,167,54,0,,,
e,202509010,c_mag_00101_general_as4_Normal_Blue_Normal_00000,c_mag_00101_general_as4_Normal_Blue,0,Normal,,,95,42,75,,,
e,202509010,c_mag_00101_general_as4_Normal_Blue_Special_00001,c_mag_00101_general_as4_Normal_Blue,0,Special,,,134,75,0,,,
e,202509010,c_sum_00001_general_as4_Normal_Blue_Normal_00000,c_sum_00001_general_as4_Normal_Blue,0,Normal,,,70,33,150,,,
e,202509010,c_sum_00001_general_as4_Normal_Blue_Special_00001,c_sum_00001_general_as4_Normal_Blue,0,Special,,,117,0,0,,,
e,202509010,c_kai_00001_general_as4_Normal_Blue_Normal_00000,c_kai_00001_general_as4_Normal_Blue,0,Normal,,,92,50,75,,,
e,202509010,c_kai_00001_general_as4_Normal_Blue_Special_00001,c_kai_00001_general_as4_Normal_Blue,0,Special,,,117,67,0,,,
e,202509010,e_mag_00101_general_as4_Normal_Blue_Normal_00000,e_mag_00101_general_as4_Normal_Blue,0,Normal,,,19,10,0,,,
e,202509010,e_mag_00101_general_as4_Normal_Colorless_Normal_00000,e_mag_00101_general_as4_Normal_Colorless,0,Normal,,,19,10,0,,,
,,,,,,,,,,,,,
e,202509010,e_glo_00001_general_as_Normal_Yellow_Normal_00000,e_glo_00001_general_as_Normal_Yellow,0,Normal,,,50,25,50,,,
e,202509010,e_glo_00001_general_as_h_Normal_Yellow_Normal_00000,e_glo_00001_general_as_h_Normal_Yellow,0,Normal,,,50,25,50,,,
e,202509010,e_glo_00101_general_as_Boss_Yellow_Normal_00000,e_glo_00101_general_as_Boss_Yellow,0,Normal,,,59,28,200,,,
e,202509010,e_glo_00101_general_as_Boss_Yellow_Appearance_00001,e_glo_00101_general_as_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,e_glo_00101_general_as_h_Boss_Yellow_Normal_00000,e_glo_00101_general_as_h_Boss_Yellow,0,Normal,,,59,28,200,,,
e,202509010,e_glo_00101_general_as_h_Boss_Yellow_Appearance_00001,e_glo_00101_general_as_h_Boss_Yellow,0,Appearance,,,50,0,0,,,
,,,,,,,,,,,,,
e,202509010,e_glo_00001_general_ori4_Normal_Yellow_Normal_00000,e_glo_00001_general_ori4_Normal_Yellow,0,Normal,,,50,25,75,,,
e,202509010,e_glo_00001_general_ori4_big_Normal_Yellow_Normal_00000,e_glo_00001_general_ori4_big_Normal_Yellow,0,Normal,,,50,25,500,,,
e,202509010,e_glo_00101_general_ori4_Boss_Yellow_Normal_00000,e_glo_00101_general_ori4_Boss_Yellow,0,Normal,,,59,28,200,,,
e,202509010,e_glo_00101_general_ori4_Boss_Yellow_Appearance_00001,e_glo_00101_general_ori4_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202509010,e_glo_00001_general_ori4_Normal_Colorless_Normal_00000,e_glo_00001_general_ori4_Normal_Colorless,0,Normal,,,50,25,75,,,
e,202509010,e_glo_00001_general_ori4_big_a__Normal_Green_Normal_00000,e_glo_00001_general_ori4_big_a__Normal_Green,0,Normal,,,50,25,500,,,
e,202509010,e_glo_00001_general_ori4_big_Normal_Colorless_Normal_00000,e_glo_00001_general_ori4_big_Normal_Colorless,0,Normal,,,59,28,200,,,
,,,,,,,,,,,,,
e,202509010,e_glo_00001_general_ori4_Normal_Green_Normal_00000,e_glo_00001_general_ori4_Normal_Green,0,Normal,,,50,25,50,,,
e,202509010,e_glo_00001_general_ori4_big_Normal_Green_Normal_00000,e_glo_00001_general_ori4_big_Normal_Green,0,Normal,,,50,25,1000,,,
e,202509010,e_glo_00001_general2_ori4_Normal_Colorless_Normal_00000,e_glo_00001_general2_ori4_Normal_Colorless,0,Normal,,,50,25,50,,,
e,202509010,e_glo_00001_general2_ori4_big_Normal_Colorless_Normal_00000,e_glo_00001_general2_ori4_big_Normal_Colorless,0,Normal,,,50,25,1000,,,
e,202509010,c_kai_00002_general_ori4_Boss_Green_Normal_00000,c_kai_00002_general_ori4_Boss_Green,0,Normal,,,75,27,75,,,
e,202509010,c_kai_00002_general_ori4_Boss_Green_Appearance_00001,c_kai_00002_general_ori4_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,c_kai_00002_general_ori4_Boss_Green_Special_00002,c_kai_00002_general_ori4_Boss_Green,0,Special,,,120,0,0,,,
e,202509010,c_sum_00101_general_ori4_Normal_Green_Normal_00000,c_sum_00101_general_ori4_Normal_Green,0,Normal,,,57,25,100,,,
e,202509010,c_sum_00101_general_ori4_Normal_Green_Special_00001,c_sum_00101_general_ori4_Normal_Green,0,Special,,,110,50,0,,,
e,202509010,c_kai_00101_general_ori4_Normal_Green_Normal_00000,c_kai_00101_general_ori4_Normal_Green,0,Normal,,,70,46,100,,,
e,202509010,c_kai_00101_general_ori4_Normal_Green_Special_00001,c_kai_00101_general_ori4_Normal_Green,0,Special,,,159,0,0,,,
e,202509010,c_sum_00201_general_ori4_Normal_Green_Normal_00000,c_sum_00201_general_ori4_Normal_Green,0,Normal,,,110,34,100,,,
e,202509010,c_sum_00201_general_ori4_Normal_Green_Special_00001,c_sum_00201_general_ori4_Normal_Green,0,Special,,,135,85,0,,,
,,,,,,,,,,,,,
e,202509010,e_glo_00001_general_ori4_Normal_Blue_Normal_00000,e_glo_00001_general_ori4_Normal_Blue,0,Normal,,,50,25,50,,,
e,202509010,e_glo_00001_general_ori4_big_Normal_Blue_Normal_00000,e_glo_00001_general_ori4_big_Normal_Blue,0,Normal,,,50,25,1000,,,
e,202509010,e_glo_00001_general3_ori4_Normal_Colorless_Normal_00000,e_glo_00001_general3_ori4_Normal_Colorless,0,Normal,,,50,25,50,,,
e,202509010,e_glo_00001_general3_ori4_big_Normal_Colorless_Normal_00000,e_glo_00001_general3_ori4_big_Normal_Colorless,0,Normal,,,50,25,1000,,,
e,202509010,c_mag_00001_general_ori4_Boss_Blue_Normal_00000,c_mag_00001_general_ori4_Boss_Blue,0,Normal,,,89,46,75,,,
e,202509010,c_mag_00001_general_ori4_Boss_Blue_Appearance_00001,c_mag_00001_general_ori4_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_mag_00001_general_ori4_Boss_Blue_Special_00002,c_mag_00001_general_ori4_Boss_Blue,0,Special,,,117,0,0,,,
e,202509010,c_kai_00301_general_ori4_Normal_Blue_Normal_00000,c_kai_00301_general_ori4_Normal_Blue,0,Normal,,,120,35,50,,,
e,202509010,c_kai_00301_general_ori4_Normal_Blue_Special_00001,c_kai_00301_general_ori4_Normal_Blue,0,Special,,,167,54,0,,,
e,202509010,c_mag_00101_general_ori4_Boss_Blue_Normal_00000,c_mag_00101_general_ori4_Boss_Blue,0,Normal,,,95,42,75,,,
e,202509010,c_mag_00101_general_ori4_Boss_Blue_Special_00001,c_mag_00101_general_ori4_Boss_Blue,0,Special,,,134,75,0,,,
e,202509010,c_mag_00101_general_ori4_Boss_Blue_Appearance_00002,c_mag_00101_general_ori4_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_sum_00001_general_ori4_Normal_Blue_Normal_00000,c_sum_00001_general_ori4_Normal_Blue,0,Normal,,,70,33,100,,,
e,202509010,c_sum_00001_general_ori4_Normal_Blue_Special_00001,c_sum_00001_general_ori4_Normal_Blue,0,Special,,,117,0,0,,,
e,202509010,c_kai_00001_general_ori4_Normal_Blue_Normal_00000,c_kai_00001_general_ori4_Normal_Blue,0,Normal,,,92,50,75,,,
e,202509010,c_kai_00001_general_ori4_Normal_Blue_Special_00001,c_kai_00001_general_ori4_Normal_Blue,0,Special,,,117,67,0,,,
e,202509010,e_mag_00101_general_ori4_Normal_Blue_Normal_00000,e_mag_00101_general_ori4_Normal_Blue,0,Normal,,,19,10,0,,,
e,202509010,e_mag_00101_general_ori4_Normal_Colorless_Normal_00000,e_mag_00101_general_ori4_Normal_Colorless,0,Normal,,,19,10,0,,,
,,,,,,,,,,,,,
e,202509010,e_spy_00101_general_n_Normal_Colorless_Normal_00000,e_spy_00101_general_n_Normal_Colorless,0,Normal,,,60,25,50,,,
e,202509010,e_spy_00101_general_vh_Normal_Green_Normal_00000,e_spy_00101_general_vh_Normal_Green,0,Normal,,,60,25,50,,,
e,202509010,e_spy_00101_general_vh_Normal_Blue_Normal_00000,e_spy_00101_general_vh_Normal_Blue,0,Normal,,,60,25,50,,,
e,202509010,e_spy_00101_general_n_Boss_Colorless_Normal_00000,e_spy_00101_general_n_Boss_Colorless,0,Normal,,,60,25,50,,,
e,202509010,e_spy_00101_general_n_Boss_Colorless_Appearance_00001,e_spy_00101_general_n_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202509010,e_spy_00101_general_n_Boss_Blue_Normal_00000,e_spy_00101_general_n_Boss_Blue,0,Normal,,,60,25,50,,,
e,202509010,e_spy_00101_general_n_Boss_Blue_Appearance_00001,e_spy_00101_general_n_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,e_spy_00101_general_vh_Boss_Green_Normal_00000,e_spy_00101_general_vh_Boss_Green,0,Normal,,,60,25,50,,,
e,202509010,e_spy_00101_general_vh_Boss_Green_Appearance_00001,e_spy_00101_general_vh_Boss_Green,0,Appearance,,,50,0,0,,,
e,202509010,e_spy_00101_general_vh_Boss_Blue_Normal_00000,e_spy_00101_general_vh_Boss_Blue,0,Normal,,,60,25,50,,,
e,202509010,e_spy_00101_general_vh_Boss_Blue_Appearance_00001,e_spy_00101_general_vh_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,e_spy_00001_general_n_Normal_Colorless_Normal_00000,e_spy_00001_general_n_Normal_Colorless,0,Normal,,,50,9,50,,,
e,202509010,e_spy_00001_general_n_Normal_Blue_Normal_00000,e_spy_00001_general_n_Normal_Blue,0,Normal,,,50,9,50,,,
e,202509010,e_spy_00001_general_vh_Normal_Yellow_Normal_00000,e_spy_00001_general_vh_Normal_Yellow,0,Normal,,,50,9,50,,,
e,202509010,e_spy_00001_general_n_Boss_Blue_Normal_00000,e_spy_00001_general_n_Boss_Blue,0,Normal,,,50,9,40,,,
e,202509010,e_spy_00001_general_n_Boss_Blue_Appearance_00001,e_spy_00001_general_n_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_spy_00101_general_Boss_Colorless_Normal_00000,c_spy_00101_general_Boss_Colorless,0,Normal,,,82,42,100,,,
e,202509010,c_spy_00101_general_Boss_Colorless_Appearance_00001,c_spy_00101_general_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202509010,c_spy_00101_general_n_Boss_Red_Normal_00000,c_spy_00101_general_n_Boss_Red,0,Normal,,,82,42,100,,,
e,202509010,c_spy_00101_general_n_Boss_Red_Appearance_00001,c_spy_00101_general_n_Boss_Red,0,Appearance,,,50,0,0,,,
e,202509010,c_spy_00101_general_n_Boss_Red_Special_00002,c_spy_00101_general_n_Boss_Red,0,Special,,,125,67,0,,,
e,202509010,c_spy_00101_general_n_Boss_Blue_Normal_00000,c_spy_00101_general_n_Boss_Blue,0,Normal,,,82,42,100,,,
e,202509010,c_spy_00101_general_n_Boss_Blue_Appearance_00001,c_spy_00101_general_n_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_spy_00101_general_n_Boss_Blue_Special_00002,c_spy_00101_general_n_Boss_Blue,0,Special,,,125,67,0,,,
e,202509010,c_spy_00101_general_h_Boss_Red_Normal_00000,c_spy_00101_general_h_Boss_Red,0,Normal,,,82,42,100,,,
e,202509010,c_spy_00101_general_h_Boss_Red_Appearance_00001,c_spy_00101_general_h_Boss_Red,0,Appearance,,,50,0,0,,,
e,202509010,c_spy_00101_general_h_Boss_Red_Special_00002,c_spy_00101_general_h_Boss_Red,0,Special,,,125,67,0,,,
e,202509010,c_spy_00101_general_h_Boss_Blue_Normal_00000,c_spy_00101_general_h_Boss_Blue,0,Normal,,,82,42,100,,,
e,202509010,c_spy_00101_general_h_Boss_Blue_Appearance_00001,c_spy_00101_general_h_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202509010,c_spy_00101_general_h_Boss_Blue_Special_00002,c_spy_00101_general_h_Boss_Blue,0,Special,,,125,67,0,,,
e,202509010,c_spy_00101_general_vh_Boss_Colorless_Normal_00000,c_spy_00101_general_vh_Boss_Colorless,0,Normal,,,82,42,100,,,
