mst_enemy_character_id,stage_param_id,character_unit_kind,role_type,hp,attack_power,content_type,sequence_set_id
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00001
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00001
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Blue,Normal,Attack,65000,1000,mainquest,veryhard_mag_00001
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00002
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00003
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00004
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Yellow,Normal,Attack,65000,350,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Blue,Normal,Attack,65000,1000,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Yellow,Normal,Attack,65000,350,mainquest,veryhard_mag_00005
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,Normal,Defense,30000,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,Normal,Attack,100000,1200,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,Normal,Defense,120000,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,Normal,Support,2500,500,mainquest,veryhard_mag_00006
enemy_glo_00001,e_glo_00001_general_osh_h_Normal_Colorless,Normal,Defense,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_h_Normal_Colorless,Normal,Defense,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_h_Normal_Colorless,Normal,Defense,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_h_Normal_Colorless,Normal,Defense,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_h_Normal_Colorless,Normal,Defense,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_vh_Boss_Blue,Boss,Technical,1000,100,mainquest,veryhard_osh_00001
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00002
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00002
enemy_glo_00001,e_glo_00001_general_osh_n_Normal_Green,Normal,Attack,1000,100,mainquest,veryhard_osh_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00001
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_big_Normal_Yellow,Normal,Defense,240000,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00002
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Green,Normal,Attack,1200,600,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Red,Normal,Attack,48000,900,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_rik_vh_Normal_Yellow,Normal,Attack,72000,480,mainquest,veryhard_rik_00003
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,Normal,Attack,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,Normal,Attack,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,Normal,Attack,10000,100,mainquest,veryhard_spy_00001
enemy_glo_00001,e_glo_00001_general_vh_Normal_Yellow,Normal,Technical,10000,100,mainquest,veryhard_spy_00003
enemy_glo_00001,e_glo_00001_general_vh_Normal_Yellow,Normal,Technical,10000,100,mainquest,veryhard_spy_00003
enemy_glo_00001,e_glo_00001_general_vh_Normal_Yellow,Normal,Technical,10000,100,mainquest,veryhard_spy_00003
enemy_glo_00001,e_glo_00001_general_vh_Normal_Yellow,Normal,Technical,10000,100,mainquest,veryhard_spy_00003
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00004
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00005
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00005
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00005
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00005
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00005
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00005
enemy_glo_00001,e_glo_00001_general_vh_Normal_Colorless,Normal,Defense,10000,100,mainquest,veryhard_spy_00005
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_vh_Normal_Blue,Normal,Technical,10000,100,mainquest,veryhard_spy_00006
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Blue,Normal,Attack,200000,2500,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Blue,Normal,Attack,200000,2500,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Blue,Normal,Attack,200000,2500,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Green,Normal,Attack,5000,800,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Blue,Normal,Attack,200000,2500,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Blue,Normal,Attack,200000,2500,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Blue,Normal,Attack,200000,2500,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00001
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Green,Normal,Attack,5000,800,mainquest,veryhard_sum_00002
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00002
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00002
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00002
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Red,Normal,Attack,120000,1500,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Green,Normal,Attack,5000,800,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Red,Normal,Attack,120000,1500,mainquest,veryhard_sum_00003
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Red,Normal,Attack,16000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Green,Normal,Attack,120000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Red,Normal,Attack,16000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Red,Normal,Attack,16000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Green,Normal,Attack,120000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Green,Normal,Attack,120000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Red,Normal,Attack,16000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Green,Normal,Attack,120000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Green,Normal,Attack,120000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Red,Normal,Attack,16000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Blue,Normal,Attack,13000,1600,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Red,Normal,Attack,16000,1500,mainquest,veryhard_sum_00004
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Green,Normal,Attack,120000,1500,mainquest,veryhard_sum_00005
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00005
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Green,Normal,Attack,120000,1500,mainquest,veryhard_sum_00005
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00005
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00005
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Green,Normal,Attack,5000,800,mainquest,veryhard_sum_00005
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00006
enemy_glo_00001,e_glo_00001_general_sum_vh_big_Normal_Blue,Normal,Attack,200000,2500,mainquest,veryhard_sum_00006
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Yellow,Normal,Attack,20000,1300,mainquest,veryhard_sum_00006
enemy_glo_00001,e_glo_00001_general_sum_vh_Normal_Green,Normal,Attack,5000,800,mainquest,veryhard_sum_00006
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Blue,Normal,Technical,8000,1700,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Blue,Normal,Technical,8000,1700,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Blue,Normal,Technical,8000,1700,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Red,Normal,Technical,1500,200,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_big_Normal_Blue,Normal,Defense,250000,1200,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Blue,Normal,Technical,8000,1700,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_big_Normal_Blue,Normal,Defense,250000,1200,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_big_Normal_Blue,Normal,Defense,250000,1200,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Colorless,Normal,Technical,1000,500,mainquest,veryhard_sur_00001
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Red,Normal,Technical,1500,200,mainquest,veryhard_sur_00002
enemy_glo_00001,e_glo_00001_general_sur_vh_Normal_Blue,Normal,Technical,8000,1700,mainquest,veryhard_sur_00002
