運営仕様書名,フォルダパス,対応テーブル
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstAttack
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstAttackElement
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstAttackI18n
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstSpecialAttackI18n
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstUnitSpecificRankUp
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstSpeechBalloonI18n
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstEnemyCharacter
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstEnemyCharacterI18n
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstEnemyStageParameter
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstItem
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstItemI18n
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstEventDisplayUnit
ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00601_民谷 巌鉄斎,MstEventDisplayUnitI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstUnit
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstUnitI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstAbility
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstAbilityI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstUnitAbility
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstAttack
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstAttackElement
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstAttackI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstSpecialAttackI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstSpecialRoleLevelUpAttackElement
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstUnitSpecificRankUp
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstSpeechBalloonI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstEnemyCharacter
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstEnemyCharacterI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstEnemyStageParameter
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstItem
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstItemI18n
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstEventDisplayUnit
ヒーロー基礎設計_chara_jig_00701_メイ,domain/raw-data/google-drive/spread-sheet/GLOW/031_レベルデザイン/基礎設計シート/03_ヒーロー/キャラ設計/ヒーロー基礎設計_chara_jig_00701_メイ,MstEventDisplayUnitI18n
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstPvp
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstPvpI18n
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstInGame
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstInGameI18n
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstInGameSpecialRule
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstInGameSpecialRuleUnitStatus
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstPage
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstKomaLine
GLOW_ランクマッチ開催仕様書,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/01_GLOW_定常コンテンツ仕様書/ランクマッチ開催設計/GLOW_ランクマッチ開催仕様書,MstAutoPlayerSequence
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstEvent
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstEventI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstHomeBanner
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprGacha
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprGachaI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprGachaPrize
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprGachaUpper
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprGachaUseResource
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprGachaDisplayUnitI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstMissionEvent
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstMissionEventI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstMissionEventDependency
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstMissionReward
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstMissionEventDailyBonus
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstMissionEventDailyBonusSchedule
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstStoreProduct
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstStoreProductI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprProduct
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,OprProductI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstPack
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstPackI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstPackContent
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstEmblem
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstEmblemI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstItem
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstItemI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstQuest
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstQuestI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstStageEventReward
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstStageClearTimeReward
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstAdventBattle
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstAdventBattleI18n
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstAdventBattleReward
20260116_地獄楽 いいジャン祭_仕様書（運営仕様書）,domain/raw-data/google-drive/spread-sheet/GLOW/080_運営/いいジャン祭（施策）/運営_仕様書/20260116_地獄楽 いいジャン祭_仕様書,MstAdventBattleRewardGroup
（暗黙的インプット）既存マスタデータ・参照データ,projects/glow-masterdata,MstItem
（暗黙的インプット）既存マスタデータ・参照データ,projects/glow-masterdata,MstItemI18n
（暗黙的インプット）既存マスタデータ・参照データ,projects/glow-masterdata,OprGachaPrize
