,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グレード倍率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
必殺ワザ,攻撃範囲,グレード,効果種別,DropR,DropSR,DropSSR,PremiumR,PremiumSR,PremiumSSR,PremiumUR,FestivalUR,攻撃範囲,グレード,効果種別,DropR,DropSR,DropSSR,PremiumR,PremiumSR,PremiumSSR,PremiumUR,FestivalUR,攻撃範囲,グレード,効果種別,DropR,DropSR,DropSSR,PremiumR,PremiumSR,PremiumSSR,PremiumUR,FestivalUR,攻撃範囲,グレード,効果種別,DropR,DropSR,DropSSR,PremiumR,PremiumSR,PremiumSSR,PremiumUR,FestivalUR,攻撃範囲,グレード,効果種別,DropR,DropSR,DropSSR,PremiumR,PremiumSR,PremiumSSR,PremiumUR,FestivalUR,攻撃範囲,グレード,効果種別,DropR,DropSR,DropSSR,PremiumR,PremiumSR,PremiumSSR,PremiumUR,FestivalUR
ダメージカット(青),超瞬間型,5,効果値,-,-,-,-,-,60,70,75,瞬間型,5,効果値,23,23,24,24,24,30,35,40,安定型,5,効果値,13,13,14,14,14,15,20,25,持続型,5,効果値,8,8,9,9,9,10,12,12,超持続型,5,効果値,-,-,-,-,-,10,12,12,ハイブリッド型,5,効果値,12.00,12.75,13.50,14.25,15.00,20.00,25.00,30.00
ダメージカット(青),超瞬間型,5,効果時間,-,-,-,-,-,160,175,200,瞬間型,5,効果時間,175,185,190,195,200,225,300,325,安定型,5,効果時間,325,335,340,345,350,400,450,475,持続型,5,効果時間,475,485,490,495,500,550,600,625,超持続型,5,効果時間,-,-,-,-,-,650,750,775,ハイブリッド型,5,効果時間,250,265,275,290,300,400,500,525
ダメージカット(緑),超瞬間型,1,効果値,-,-,-,-,-,55,65,65,瞬間型,1,効果値,20,20,20,20,20,25,30,30,安定型,1,効果値,10,10,10,10,10,10,15,15,持続型,1,効果値,5,5,5,5,5,5,10,10,超持続型,1,効果値,-,-,-,-,-,5,10,10,ハイブリッド型,1,効果値,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0
ダメージカット(緑),超瞬間型,1,効果時間,-,-,-,-,-,150,160,160,瞬間型,1,効果時間,150,150,150,150,150,150,160,160,安定型,1,効果時間,300,300,300,300,300,300,310,310,持続型,1,効果時間,450,450,450,450,450,450,460,460,超持続型,1,効果時間,-,-,-,-,-,600,610,610,ハイブリッド型,1,効果時間,150,150,150,150,150,350,460,460
ダメージカット(緑),超瞬間型,2,効果値,-,-,-,-,-,57,67,69,瞬間型,2,効果値,21,21,22,22,22,27,32,34,安定型,2,効果値,11,11,12,12,12,12,17,19,持続型,2,効果値,6,6,7,7,7,7,11,11,超持続型,2,効果値,-,-,-,-,-,7,11,11,ハイブリッド型,2,効果値,10.8,11.2,11.5,11.8,12.1,17.1,22.0,24.0
ダメージカット(緑),超瞬間型,2,効果時間,-,-,-,-,-,150,160,170,瞬間型,2,効果時間,160,165,170,175,180,180,220,230,安定型,2,効果時間,310,315,320,325,330,345,370,380,持続型,2,効果時間,460,465,470,475,480,495,520,530,超持続型,2,効果時間,-,-,-,-,-,625,670,680,ハイブリッド型,2,効果時間,195,205,205,210,215,375,480,490
ダメージカット(緑),超瞬間型,3,効果値,-,-,-,-,-,58,68,72,瞬間型,3,効果値,22,22,23,23,23,28,33,37,安定型,3,効果値,12,12,13,13,13,13,18,22,持続型,3,効果値,7,7,8,8,8,8,11,11,超持続型,3,効果値,-,-,-,-,-,8,11,11,ハイブリッド型,3,効果値,11.4,11.9,12.5,13.0,13.5,18.5,23.0,27.0
ダメージカット(緑),超瞬間型,3,効果時間,-,-,-,-,-,155,165,185,瞬間型,3,効果時間,165,175,180,185,195,200,255,270,安定型,3,効果時間,315,325,330,335,345,370,405,420,持続型,3,効果時間,465,475,480,485,495,520,555,570,超持続型,3,効果時間,-,-,-,-,-,635,705,720,ハイブリッド型,3,効果時間,220,235,240,250,255,385,490,505
ダメージカット(緑),超瞬間型,4,効果値,-,-,-,-,-,59,69,74,瞬間型,4,効果値,23,23,23,23,23,29,34,39,安定型,4,効果値,13,13,13,13,13,14,19,24,持続型,4,効果値,8,8,8,8,8,9,12,12,超持続型,4,効果値,-,-,-,-,-,9,12,12,ハイブリッド型,4,効果値,11.8,12.4,13.1,13.7,14.4,19.4,24.0,29.0
ダメージカット(緑),超瞬間型,4,効果時間,-,-,-,-,-,155,170,195,瞬間型,4,効果時間,170,180,185,195,200,215,285,305,安定型,4,効果時間,320,330,335,345,350,390,435,455,持続型,4,効果時間,470,480,485,495,500,540,585,605,超持続型,4,効果時間,-,-,-,-,-,645,735,755,ハイブリッド型,4,効果時間,240,255,265,275,285,395,500,520
ダメージカット(緑),超瞬間型,5,効果値,-,-,-,-,-,60,70,75,瞬間型,5,効果値,23,23,24,24,24,30,35,40,安定型,5,効果値,13,13,14,14,14,15,20,25,持続型,5,効果値,8,8,9,9,9,10,12,12,超持続型,5,効果値,-,-,-,-,-,10,12,12,ハイブリッド型,5,効果値,12.00,12.75,13.50,14.25,15.00,20.00,25.00,30.00
ダメージカット(緑),超瞬間型,5,効果時間,-,-,-,-,-,160,175,200,瞬間型,5,効果時間,175,185,190,195,200,225,300,325,安定型,5,効果時間,325,335,340,345,350,400,450,475,持続型,5,効果時間,475,485,490,495,500,550,600,625,超持続型,5,効果時間,-,-,-,-,-,650,750,775,ハイブリッド型,5,効果時間,250,265,275,290,300,400,500,525
ダメージカット(黄),超瞬間型,1,効果値,-,-,-,-,-,55,65,65,瞬間型,1,効果値,20,20,20,20,20,25,30,30,安定型,1,効果値,10,10,10,10,10,10,15,15,持続型,1,効果値,5,5,5,5,5,5,10,10,超持続型,1,効果値,-,-,-,-,-,5,10,10,ハイブリッド型,1,効果値,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0
ダメージカット(黄),超瞬間型,1,効果時間,-,-,-,-,-,150,160,160,瞬間型,1,効果時間,150,150,150,150,150,150,160,160,安定型,1,効果時間,300,300,300,300,300,300,310,310,持続型,1,効果時間,450,450,450,450,450,450,460,460,超持続型,1,効果時間,-,-,-,-,-,600,610,610,ハイブリッド型,1,効果時間,150,150,150,150,150,350,460,460
ダメージカット(黄),超瞬間型,2,効果値,-,-,-,-,-,57,67,69,瞬間型,2,効果値,21,21,22,22,22,27,32,34,安定型,2,効果値,11,11,12,12,12,12,17,19,持続型,2,効果値,6,6,7,7,7,7,11,11,超持続型,2,効果値,-,-,-,-,-,7,11,11,ハイブリッド型,2,効果値,10.8,11.2,11.5,11.8,12.1,17.1,22.0,24.0
ダメージカット(黄),超瞬間型,2,効果時間,-,-,-,-,-,150,160,170,瞬間型,2,効果時間,160,165,170,175,180,180,220,230,安定型,2,効果時間,310,315,320,325,330,345,370,380,持続型,2,効果時間,460,465,470,475,480,495,520,530,超持続型,2,効果時間,-,-,-,-,-,625,670,680,ハイブリッド型,2,効果時間,195,205,205,210,215,375,480,490
ダメージカット(黄),超瞬間型,3,効果値,-,-,-,-,-,58,68,72,瞬間型,3,効果値,22,22,23,23,23,28,33,37,安定型,3,効果値,12,12,13,13,13,13,18,22,持続型,3,効果値,7,7,8,8,8,8,11,11,超持続型,3,効果値,-,-,-,-,-,8,11,11,ハイブリッド型,3,効果値,11.4,11.9,12.5,13.0,13.5,18.5,23.0,27.0
ダメージカット(黄),超瞬間型,3,効果時間,-,-,-,-,-,155,165,185,瞬間型,3,効果時間,165,175,180,185,195,200,255,270,安定型,3,効果時間,315,325,330,335,345,370,405,420,持続型,3,効果時間,465,475,480,485,495,520,555,570,超持続型,3,効果時間,-,-,-,-,-,635,705,720,ハイブリッド型,3,効果時間,220,235,240,250,255,385,490,505
ダメージカット(黄),超瞬間型,4,効果値,-,-,-,-,-,59,69,74,瞬間型,4,効果値,23,23,23,23,23,29,34,39,安定型,4,効果値,13,13,13,13,13,14,19,24,持続型,4,効果値,8,8,8,8,8,9,12,12,超持続型,4,効果値,-,-,-,-,-,9,12,12,ハイブリッド型,4,効果値,11.8,12.4,13.1,13.7,14.4,19.4,24.0,29.0
ダメージカット(黄),超瞬間型,4,効果時間,-,-,-,-,-,155,170,195,瞬間型,4,効果時間,170,180,185,195,200,215,285,305,安定型,4,効果時間,320,330,335,345,350,390,435,455,持続型,4,効果時間,470,480,485,495,500,540,585,605,超持続型,4,効果時間,-,-,-,-,-,645,735,755,ハイブリッド型,4,効果時間,240,255,265,275,285,395,500,520
ダメージカット(黄),超瞬間型,5,効果値,-,-,-,-,-,60,70,75,瞬間型,5,効果値,23,23,24,24,24,30,35,40,安定型,5,効果値,13,13,14,14,14,15,20,25,持続型,5,効果値,8,8,9,9,9,10,12,12,超持続型,5,効果値,-,-,-,-,-,10,12,12,ハイブリッド型,5,効果値,12.00,12.75,13.50,14.25,15.00,20.00,25.00,30.00
ダメージカット(黄),超瞬間型,5,効果時間,-,-,-,-,-,160,175,200,瞬間型,5,効果時間,175,185,190,195,200,225,300,325,安定型,5,効果時間,325,335,340,345,350,400,450,475,持続型,5,効果時間,475,485,490,495,500,550,600,625,超持続型,5,効果時間,-,-,-,-,-,650,750,775,ハイブリッド型,5,効果時間,250,265,275,290,300,400,500,525
ダメージカット(アタック),超瞬間型,1,効果値,-,-,-,-,-,55,65,65,瞬間型,1,効果値,20,20,20,20,20,25,30,30,安定型,1,効果値,10,10,10,10,10,10,15,15,持続型,1,効果値,5,5,5,5,5,5,10,10,超持続型,1,効果値,-,-,-,-,-,5,10,10,ハイブリッド型,1,効果値,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0
ダメージカット(アタック),超瞬間型,1,効果時間,-,-,-,-,-,150,160,160,瞬間型,1,効果時間,150,150,150,150,150,150,160,160,安定型,1,効果時間,300,300,300,300,300,300,310,310,持続型,1,効果時間,450,450,450,450,450,450,460,460,超持続型,1,効果時間,-,-,-,-,-,600,610,610,ハイブリッド型,1,効果時間,150,150,150,150,150,350,460,460
ダメージカット(アタック),超瞬間型,2,効果値,-,-,-,-,-,57,67,69,瞬間型,2,効果値,21,21,22,22,22,27,32,34,安定型,2,効果値,11,11,12,12,12,12,17,19,持続型,2,効果値,6,6,7,7,7,7,11,11,超持続型,2,効果値,-,-,-,-,-,7,11,11,ハイブリッド型,2,効果値,10.8,11.2,11.5,11.8,12.1,17.1,22.0,24.0
ダメージカット(アタック),超瞬間型,2,効果時間,-,-,-,-,-,150,160,170,瞬間型,2,効果時間,160,165,170,175,180,180,220,230,安定型,2,効果時間,310,315,320,325,330,345,370,380,持続型,2,効果時間,460,465,470,475,480,495,520,530,超持続型,2,効果時間,-,-,-,-,-,625,670,680,ハイブリッド型,2,効果時間,195,205,205,210,215,375,480,490
ダメージカット(アタック),超瞬間型,3,効果値,-,-,-,-,-,58,68,72,瞬間型,3,効果値,22,22,23,23,23,28,33,37,安定型,3,効果値,12,12,13,13,13,13,18,22,持続型,3,効果値,7,7,8,8,8,8,11,11,超持続型,3,効果値,-,-,-,-,-,8,11,11,ハイブリッド型,3,効果値,11.4,11.9,12.5,13.0,13.5,18.5,23.0,27.0
ダメージカット(アタック),超瞬間型,3,効果時間,-,-,-,-,-,155,165,185,瞬間型,3,効果時間,165,175,180,185,195,200,255,270,安定型,3,効果時間,315,325,330,335,345,370,405,420,持続型,3,効果時間,465,475,480,485,495,520,555,570,超持続型,3,効果時間,-,-,-,-,-,635,705,720,ハイブリッド型,3,効果時間,220,235,240,250,255,385,490,505
ダメージカット(アタック),超瞬間型,4,効果値,-,-,-,-,-,59,69,74,瞬間型,4,効果値,23,23,23,23,23,29,34,39,安定型,4,効果値,13,13,13,13,13,14,19,24,持続型,4,効果値,8,8,8,8,8,9,12,12,超持続型,4,効果値,-,-,-,-,-,9,12,12,ハイブリッド型,4,効果値,11.8,12.4,13.1,13.7,14.4,19.4,24.0,29.0
ダメージカット(アタック),超瞬間型,4,効果時間,-,-,-,-,-,155,170,195,瞬間型,4,効果時間,170,180,185,195,200,215,285,305,安定型,4,効果時間,320,330,335,345,350,390,435,455,持続型,4,効果時間,470,480,485,495,500,540,585,605,超持続型,4,効果時間,-,-,-,-,-,645,735,755,ハイブリッド型,4,効果時間,240,255,265,275,285,395,500,520
ダメージカット(アタック),超瞬間型,5,効果値,-,-,-,-,-,60,70,75,瞬間型,5,効果値,23,23,24,24,24,30,35,40,安定型,5,効果値,13,13,14,14,14,15,20,25,持続型,5,効果値,8,8,9,9,9,10,12,12,超持続型,5,効果値,-,-,-,-,-,10,12,12,ハイブリッド型,5,効果値,12.00,12.75,13.50,14.25,15.00,20.00,25.00,30.00
ダメージカット(アタック),超瞬間型,5,効果時間,-,-,-,-,-,160,175,200,瞬間型,5,効果時間,175,185,190,195,200,225,300,325,安定型,5,効果時間,325,335,340,345,350,400,450,475,持続型,5,効果時間,475,485,490,495,500,550,600,625,超持続型,5,効果時間,-,-,-,-,-,650,750,775,ハイブリッド型,5,効果時間,250,265,275,290,300,400,500,525
ダメージカット(テクニカル),超瞬間型,1,効果値,-,-,-,-,-,55,65,65,瞬間型,1,効果値,20,20,20,20,20,25,30,30,安定型,1,効果値,10,10,10,10,10,10,15,15,持続型,1,効果値,5,5,5,5,5,5,10,10,超持続型,1,効果値,-,-,-,-,-,5,10,10,ハイブリッド型,1,効果値,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0
ダメージカット(テクニカル),超瞬間型,1,効果時間,-,-,-,-,-,150,160,160,瞬間型,1,効果時間,150,150,150,150,150,150,160,160,安定型,1,効果時間,300,300,300,300,300,300,310,310,持続型,1,効果時間,450,450,450,450,450,450,460,460,超持続型,1,効果時間,-,-,-,-,-,600,610,610,ハイブリッド型,1,効果時間,150,150,150,150,150,350,460,460
ダメージカット(テクニカル),超瞬間型,2,効果値,-,-,-,-,-,57,67,69,瞬間型,2,効果値,21,21,22,22,22,27,32,34,安定型,2,効果値,11,11,12,12,12,12,17,19,持続型,2,効果値,6,6,7,7,7,7,11,11,超持続型,2,効果値,-,-,-,-,-,7,11,11,ハイブリッド型,2,効果値,10.8,11.2,11.5,11.8,12.1,17.1,22.0,24.0
ダメージカット(テクニカル),超瞬間型,2,効果時間,-,-,-,-,-,150,160,170,瞬間型,2,効果時間,160,165,170,175,180,180,220,230,安定型,2,効果時間,310,315,320,325,330,345,370,380,持続型,2,効果時間,460,465,470,475,480,495,520,530,超持続型,2,効果時間,-,-,-,-,-,625,670,680,ハイブリッド型,2,効果時間,195,205,205,210,215,375,480,490
ダメージカット(テクニカル),超瞬間型,3,効果値,-,-,-,-,-,58,68,72,瞬間型,3,効果値,22,22,23,23,23,28,33,37,安定型,3,効果値,12,12,13,13,13,13,18,22,持続型,3,効果値,7,7,8,8,8,8,11,11,超持続型,3,効果値,-,-,-,-,-,8,11,11,ハイブリッド型,3,効果値,11.4,11.9,12.5,13.0,13.5,18.5,23.0,27.0
ダメージカット(テクニカル),超瞬間型,3,効果時間,-,-,-,-,-,155,165,185,瞬間型,3,効果時間,165,175,180,185,195,200,255,270,安定型,3,効果時間,315,325,330,335,345,370,405,420,持続型,3,効果時間,465,475,480,485,495,520,555,570,超持続型,3,効果時間,-,-,-,-,-,635,705,720,ハイブリッド型,3,効果時間,220,235,240,250,255,385,490,505
ダメージカット(テクニカル),超瞬間型,4,効果値,-,-,-,-,-,59,69,74,瞬間型,4,効果値,23,23,23,23,23,29,34,39,安定型,4,効果値,13,13,13,13,13,14,19,24,持続型,4,効果値,8,8,8,8,8,9,12,12,超持続型,4,効果値,-,-,-,-,-,9,12,12,ハイブリッド型,4,効果値,11.8,12.4,13.1,13.7,14.4,19.4,24.0,29.0
ダメージカット(テクニカル),超瞬間型,4,効果時間,-,-,-,-,-,155,170,195,瞬間型,4,効果時間,170,180,185,195,200,215,285,305,安定型,4,効果時間,320,330,335,345,350,390,435,455,持続型,4,効果時間,470,480,485,495,500,540,585,605,超持続型,4,効果時間,-,-,-,-,-,645,735,755,ハイブリッド型,4,効果時間,240,255,265,275,285,395,500,520
ダメージカット(テクニカル),超瞬間型,5,効果値,-,-,-,-,-,60,70,75,瞬間型,5,効果値,23,23,24,24,24,30,35,40,安定型,5,効果値,13,13,14,14,14,15,20,25,持続型,5,効果値,8,8,9,9,9,10,12,12,超持続型,5,効果値,-,-,-,-,-,10,12,12,ハイブリッド型,5,効果値,12.00,12.75,13.50,14.25,15.00,20.00,25.00,30.00
ダメージカット(テクニカル),超瞬間型,5,効果時間,-,-,-,-,-,160,175,200,瞬間型,5,効果時間,175,185,190,195,200,225,300,325,安定型,5,効果時間,325,335,340,345,350,400,450,475,持続型,5,効果時間,475,485,490,495,500,550,600,625,超持続型,5,効果時間,-,-,-,-,-,650,750,775,ハイブリッド型,5,効果時間,250,265,275,290,300,400,500,525
ダメージカット(ディフェンス),超瞬間型,1,効果値,-,-,-,-,-,55,65,65,瞬間型,1,効果値,20,20,20,20,20,25,30,30,安定型,1,効果値,10,10,10,10,10,10,15,15,持続型,1,効果値,5,5,5,5,5,5,10,10,超持続型,1,効果値,-,-,-,-,-,5,10,10,ハイブリッド型,1,効果値,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0
ダメージカット(ディフェンス),超瞬間型,1,効果時間,-,-,-,-,-,150,160,160,瞬間型,1,効果時間,150,150,150,150,150,150,160,160,安定型,1,効果時間,300,300,300,300,300,300,310,310,持続型,1,効果時間,450,450,450,450,450,450,460,460,超持続型,1,効果時間,-,-,-,-,-,600,610,610,ハイブリッド型,1,効果時間,150,150,150,150,150,350,460,460
ダメージカット(ディフェンス),超瞬間型,2,効果値,-,-,-,-,-,57,67,69,瞬間型,2,効果値,21,21,22,22,22,27,32,34,安定型,2,効果値,11,11,12,12,12,12,17,19,持続型,2,効果値,6,6,7,7,7,7,11,11,超持続型,2,効果値,-,-,-,-,-,7,11,11,ハイブリッド型,2,効果値,10.8,11.2,11.5,11.8,12.1,17.1,22.0,24.0
ダメージカット(ディフェンス),超瞬間型,2,効果時間,-,-,-,-,-,150,160,170,瞬間型,2,効果時間,160,165,170,175,180,180,220,230,安定型,2,効果時間,310,315,320,325,330,345,370,380,持続型,2,効果時間,460,465,470,475,480,495,520,530,超持続型,2,効果時間,-,-,-,-,-,625,670,680,ハイブリッド型,2,効果時間,195,205,205,210,215,375,480,490
ダメージカット(ディフェンス),超瞬間型,3,効果値,-,-,-,-,-,58,68,72,瞬間型,3,効果値,22,22,23,23,23,28,33,37,安定型,3,効果値,12,12,13,13,13,13,18,22,持続型,3,効果値,7,7,8,8,8,8,11,11,超持続型,3,効果値,-,-,-,-,-,8,11,11,ハイブリッド型,3,効果値,11.4,11.9,12.5,13.0,13.5,18.5,23.0,27.0
ダメージカット(ディフェンス),超瞬間型,3,効果時間,-,-,-,-,-,155,165,185,瞬間型,3,効果時間,165,175,180,185,195,200,255,270,安定型,3,効果時間,315,325,330,335,345,370,405,420,持続型,3,効果時間,465,475,480,485,495,520,555,570,超持続型,3,効果時間,-,-,-,-,-,635,705,720,ハイブリッド型,3,効果時間,220,235,240,250,255,385,490,505
ダメージカット(ディフェンス),超瞬間型,4,効果値,-,-,-,-,-,59,69,74,瞬間型,4,効果値,23,23,23,23,23,29,34,39,安定型,4,効果値,13,13,13,13,13,14,19,24,持続型,4,効果値,8,8,8,8,8,9,12,12,超持続型,4,効果値,-,-,-,-,-,9,12,12,ハイブリッド型,4,効果値,11.8,12.4,13.1,13.7,14.4,19.4,24.0,29.0
ダメージカット(ディフェンス),超瞬間型,4,効果時間,-,-,-,-,-,155,170,195,瞬間型,4,効果時間,170,180,185,195,200,215,285,305,安定型,4,効果時間,320,330,335,345,350,390,435,455,持続型,4,効果時間,470,480,485,495,500,540,585,605,超持続型,4,効果時間,-,-,-,-,-,645,735,755,ハイブリッド型,4,効果時間,240,255,265,275,285,395,500,520
ダメージカット(ディフェンス),超瞬間型,5,効果値,-,-,-,-,-,60,70,75,瞬間型,5,効果値,23,23,24,24,24,30,35,40,安定型,5,効果値,13,13,14,14,14,15,20,25,持続型,5,効果値,8,8,9,9,9,10,12,12,超持続型,5,効果値,-,-,-,-,-,10,12,12,ハイブリッド型,5,効果値,12.00,12.75,13.50,14.25,15.00,20.00,25.00,30.00
ダメージカット(ディフェンス),超瞬間型,5,効果時間,-,-,-,-,-,160,175,200,瞬間型,5,効果時間,175,185,190,195,200,225,300,325,安定型,5,効果時間,325,335,340,345,350,400,450,475,持続型,5,効果時間,475,485,490,495,500,550,600,625,超持続型,5,効果時間,-,-,-,-,-,650,750,775,ハイブリッド型,5,効果時間,250,265,275,290,300,400,500,525
ダメージカット(サポート),超瞬間型,1,効果値,-,-,-,-,-,55,65,65,瞬間型,1,効果値,20,20,20,20,20,25,30,30,安定型,1,効果値,10,10,10,10,10,10,15,15,持続型,1,効果値,5,5,5,5,5,5,10,10,超持続型,1,効果値,-,-,-,-,-,5,10,10,ハイブリッド型,1,効果値,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0
ダメージカット(サポート),超瞬間型,1,効果時間,-,-,-,-,-,150,160,160,瞬間型,1,効果時間,150,150,150,150,150,150,160,160,安定型,1,効果時間,300,300,300,300,300,300,310,310,持続型,1,効果時間,450,450,450,450,450,450,460,460,超持続型,1,効果時間,-,-,-,-,-,600,610,610,ハイブリッド型,1,効果時間,150,150,150,150,150,350,460,460
ダメージカット(サポート),超瞬間型,2,効果値,-,-,-,-,-,57,67,69,瞬間型,2,効果値,21,21,22,22,22,27,32,34,安定型,2,効果値,11,11,12,12,12,12,17,19,持続型,2,効果値,6,6,7,7,7,7,11,11,超持続型,2,効果値,-,-,-,-,-,7,11,11,ハイブリッド型,2,効果値,10.8,11.2,11.5,11.8,12.1,17.1,22.0,24.0
ダメージカット(サポート),超瞬間型,2,効果時間,-,-,-,-,-,150,160,170,瞬間型,2,効果時間,160,165,170,175,180,180,220,230,安定型,2,効果時間,310,315,320,325,330,345,370,380,持続型,2,効果時間,460,465,470,475,480,495,520,530,超持続型,2,効果時間,-,-,-,-,-,625,670,680,ハイブリッド型,2,効果時間,195,205,205,210,215,375,480,490
ダメージカット(サポート),超瞬間型,3,効果値,-,-,-,-,-,58,68,72,瞬間型,3,効果値,22,22,23,23,23,28,33,37,安定型,3,効果値,12,12,13,13,13,13,18,22,持続型,3,効果値,7,7,8,8,8,8,11,11,超持続型,3,効果値,-,-,-,-,-,8,11,11,ハイブリッド型,3,効果値,11.4,11.9,12.5,13.0,13.5,18.5,23.0,27.0
ダメージカット(サポート),超瞬間型,3,効果時間,-,-,-,-,-,155,165,185,瞬間型,3,効果時間,165,175,180,185,195,200,255,270,安定型,3,効果時間,315,325,330,335,345,370,405,420,持続型,3,効果時間,465,475,480,485,495,520,555,570,超持続型,3,効果時間,-,-,-,-,-,635,705,720,ハイブリッド型,3,効果時間,220,235,240,250,255,385,490,505
ダメージカット(サポート),超瞬間型,4,効果値,-,-,-,-,-,59,69,74,瞬間型,4,効果値,23,23,23,23,23,29,34,39,安定型,4,効果値,13,13,13,13,13,14,19,24,持続型,4,効果値,8,8,8,8,8,9,12,12,超持続型,4,効果値,-,-,-,-,-,9,12,12,ハイブリッド型,4,効果値,11.8,12.4,13.1,13.7,14.4,19.4,24.0,29.0
ダメージカット(サポート),超瞬間型,4,効果時間,-,-,-,-,-,155,170,195,瞬間型,4,効果時間,170,180,185,195,200,215,285,305,安定型,4,効果時間,320,330,335,345,350,390,435,455,持続型,4,効果時間,470,480,485,495,500,540,585,605,超持続型,4,効果時間,-,-,-,-,-,645,735,755,ハイブリッド型,4,効果時間,240,255,265,275,285,395,500,520
ダメージカット(サポート),超瞬間型,5,効果値,-,-,-,-,-,60,70,75,瞬間型,5,効果値,23,23,24,24,24,30,35,40,安定型,5,効果値,13,13,14,14,14,15,20,25,持続型,5,効果値,8,8,9,9,9,10,12,12,超持続型,5,効果値,-,-,-,-,-,10,12,12,ハイブリッド型,5,効果値,12.00,12.75,13.50,14.25,15.00,20.00,25.00,30.00
ダメージカット(サポート),超瞬間型,5,効果時間,-,-,-,-,-,160,175,200,瞬間型,5,効果時間,175,185,190,195,200,225,300,325,安定型,5,効果時間,325,335,340,345,350,400,450,475,持続型,5,効果時間,475,485,490,495,500,550,600,625,超持続型,5,効果時間,-,-,-,-,-,650,750,775,ハイブリッド型,5,効果時間,250,265,275,290,300,400,500,525
攻撃力UP,超瞬間型,1,効果値,-,-,-,-,-,55,65,65,瞬間型,1,効果値,20,20,20,20,20,25,30,30,安定型,1,効果値,10,10,10,10,10,10,15,15,持続型,1,効果値,5,5,5,5,5,5,10,10,超持続型,1,効果値,-,-,-,-,-,5,10,10,ハイブリッド型,1,効果値,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0
攻撃力UP,超瞬間型,1,効果時間,-,-,-,-,-,150,160,160,瞬間型,1,効果時間,150,150,150,150,150,150,160,160,安定型,1,効果時間,300,300,300,300,300,300,310,310,持続型,1,効果時間,450,450,450,450,450,450,460,460,超持続型,1,効果時間,-,-,-,-,-,600,610,610,ハイブリッド型,1,効果時間,150,150,150,150,150,350,460,460
攻撃力UP,超瞬間型,2,効果値,-,-,-,-,-,57,67,69,瞬間型,2,効果値,21,21,22,22,22,27,32,34,安定型,2,効果値,11,11,12,12,12,12,17,19,持続型,2,効果値,6,6,7,7,7,7,11,11,超持続型,2,効果値,-,-,-,-,-,7,11,11,ハイブリッド型,2,効果値,10.8,11.2,11.5,11.8,12.1,17.1,22.0,24.0
攻撃力UP,超瞬間型,2,効果時間,-,-,-,-,-,150,160,170,瞬間型,2,効果時間,160,165,170,175,180,180,220,230,安定型,2,効果時間,310,315,320,325,330,345,370,380,持続型,2,効果時間,460,465,470,475,480,495,520,530,超持続型,2,効果時間,-,-,-,-,-,625,670,680,ハイブリッド型,2,効果時間,195,205,205,210,215,375,480,490
攻撃力UP,超瞬間型,3,効果値,-,-,-,-,-,58,68,72,瞬間型,3,効果値,22,22,23,23,23,28,33,37,安定型,3,効果値,12,12,13,13,13,13,18,22,持続型,3,効果値,7,7,8,8,8,8,11,11,超持続型,3,効果値,-,-,-,-,-,8,11,11,ハイブリッド型,3,効果値,11.4,11.9,12.5,13.0,13.5,18.5,23.0,27.0
攻撃力UP,超瞬間型,3,効果時間,-,-,-,-,-,155,165,185,瞬間型,3,効果時間,165,175,180,185,195,200,255,270,安定型,3,効果時間,315,325,330,335,345,370,405,420,持続型,3,効果時間,465,475,480,485,495,520,555,570,超持続型,3,効果時間,-,-,-,-,-,635,705,720,ハイブリッド型,3,効果時間,220,235,240,250,255,385,490,505
攻撃力UP,超瞬間型,4,効果値,-,-,-,-,-,59,69,74,瞬間型,4,効果値,23,23,23,23,23,29,34,39,安定型,4,効果値,13,13,13,13,13,14,19,24,持続型,4,効果値,8,8,8,8,8,9,12,12,超持続型,4,効果値,-,-,-,-,-,9,12,12,ハイブリッド型,4,効果値,11.8,12.4,13.1,13.7,14.4,19.4,24.0,29.0
