"作品ID
+
施策回数",作品名,"クエスト難易度
or
種別",クエストタイプ,クエストカテゴリー,クエスト_id,クエスト名,ステージ_id,"stage_id
※降臨バトルは不要","ステージアイコン画像ID
※イベントや降臨バトルは不要",リリースキー,備考
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,07,event_spy1_charaget02_00007,,,
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,08,event_spy1_charaget02_00008,,,
spy1,SPY×FAMILY,challenge01,event,チャレンジ,quest_event_spy1_challenge01,チャレンジクエスト,01,event_spy1_challenge01_00001,,,
spy1,SPY×FAMILY,challenge01,event,チャレンジ,quest_event_spy1_challenge01,チャレンジクエスト,02,event_spy1_challenge01_00002,,,
spy1,SPY×FAMILY,challenge01,event,チャレンジ,quest_event_spy1_challenge01,チャレンジクエスト,03,event_spy1_challenge01_00003,,,
spy1,SPY×FAMILY,challenge01,event,チャレンジ,quest_event_spy1_challenge01,チャレンジクエスト,04,event_spy1_challenge01_00004,,,
spy1,SPY×FAMILY,savage,event,高難易度,quest_event_spy1_savage,高難易度クエスト,01,event_spy1_savage_00001,,,
spy1,SPY×FAMILY,savage,event,高難易度,quest_event_spy1_savage,高難易度クエスト,02,event_spy1_savage_00002,,,
,,,,,,,,,,,
dan1,ダンダダン,1day,event,デイリー,quest_event_dan1_1day,デイリークエスト,01,event_dan1_1day_00001,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,01,event_dan1_charaget01_00001,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,02,event_dan1_charaget01_00002,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,03,event_dan1_charaget01_00003,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,04,event_dan1_charaget01_00004,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,05,event_dan1_charaget01_00005,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,06,event_dan1_charaget01_00006,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,07,event_dan1_charaget01_00007,,,
dan1,ダンダダン,charaget01,event,ストーリー,quest_event_dan1_charaget01,ストーリークエスト1,08,event_dan1_charaget01_00008,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,01,event_dan1_charaget02_00001,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,02,event_dan1_charaget02_00002,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,03,event_dan1_charaget02_00003,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,04,event_dan1_charaget02_00004,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,05,event_dan1_charaget02_00005,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,06,event_dan1_charaget02_00006,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,07,event_dan1_charaget02_00007,,,
dan1,ダンダダン,charaget02,event,ストーリー,quest_event_dan1_charaget02,ストーリークエスト2,08,event_dan1_charaget02_00008,,,
dan1,ダンダダン,challenge01,event,チャレンジ,quest_event_dan1_challenge01,チャレンジクエスト,01,event_dan1_challenge01_00001,,,
dan1,ダンダダン,challenge01,event,チャレンジ,quest_event_dan1_challenge01,チャレンジクエスト,02,event_dan1_challenge01_00002,,,
dan1,ダンダダン,challenge01,event,チャレンジ,quest_event_dan1_challenge01,チャレンジクエスト,03,event_dan1_challenge01_00003,,,
dan1,ダンダダン,challenge01,event,チャレンジ,quest_event_dan1_challenge01,チャレンジクエスト,04,event_dan1_challenge01_00004,,,
dan1,ダンダダン,savage,event,高難易度,quest_event_dan1_savage,高難易度クエスト,01,event_dan1_savage_00001,,,
dan1,ダンダダン,savage,event,高難易度,quest_event_dan1_savage,高難易度クエスト,02,event_dan1_savage_00002,,,
,,,,,,,,,,,
mag1,株式会社マジルミエ,1day,event,デイリー,quest_event_mag1_1day,何とかやってます,01,event_mag1_1day_00001,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,01,event_mag1_charaget01_00001,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,02,event_mag1_charaget01_00002,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,03,event_mag1_charaget01_00003,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,04,event_mag1_charaget01_00004,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,05,event_mag1_charaget01_00005,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,06,event_mag1_charaget01_00006,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,07,event_mag1_charaget01_00007,,,
mag1,株式会社マジルミエ,charaget01,event,ストーリー,quest_event_mag1_charaget01,うちの美学,08,event_mag1_charaget01_00008,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,01,event_mag1_charaget02_00001,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,02,event_mag1_charaget02_00002,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,03,event_mag1_charaget02_00003,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,04,event_mag1_charaget02_00004,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,05,event_mag1_charaget02_00005,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,06,event_mag1_charaget02_00006,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,07,event_mag1_charaget02_00007,,,
mag1,株式会社マジルミエ,charaget02,event,ストーリー,quest_event_mag1_charaget02,よく見てる,08,event_mag1_charaget02_00008,,,
mag1,株式会社マジルミエ,challenge01,event,チャレンジ,quest_event_mag1_challenge01,色々な魔法少女,01,event_mag1_challenge01_00001,,,
mag1,株式会社マジルミエ,challenge01,event,チャレンジ,quest_event_mag1_challenge01,色々な魔法少女,02,event_mag1_challenge01_00002,,,
mag1,株式会社マジルミエ,challenge01,event,チャレンジ,quest_event_mag1_challenge01,色々な魔法少女,03,event_mag1_challenge01_00003,,,
mag1,株式会社マジルミエ,challenge01,event,チャレンジ,quest_event_mag1_challenge01,色々な魔法少女,04,event_mag1_challenge01_00004,,,
mag1,株式会社マジルミエ,savage,event,高難易度,quest_event_mag1_savage,「怪異」現象,01,event_mag1_savage_00001,,,
mag1,株式会社マジルミエ,savage,event,高難易度,quest_event_mag1_savage,「怪異」現象,02,event_mag1_savage_00002,,,
,,,,,,,,,,,
yuw1,2.5次元の誘惑,1day,event,デイリー,quest_event_yuw1_1day,はじめての撮影会,01,event_yuw1_1day_00001,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,01,event_yuw1_charaget01_00001,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,02,event_yuw1_charaget01_00002,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,03,event_yuw1_charaget01_00003,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,04,event_yuw1_charaget01_00004,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,05,event_yuw1_charaget01_00005,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,06,event_yuw1_charaget01_00006,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,07,event_yuw1_charaget01_00007,,,
yuw1,2.5次元の誘惑,charaget01,event,ストーリー,quest_event_yuw1_charaget01,コスプレをしに来たんだよ,08,event_yuw1_charaget01_00008,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,01,event_yuw1_charaget02_00001,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,02,event_yuw1_charaget02_00002,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,03,event_yuw1_charaget02_00003,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,04,event_yuw1_charaget02_00004,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,05,event_yuw1_charaget02_00005,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,06,event_yuw1_charaget02_00006,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,07,event_yuw1_charaget02_00007,,,
yuw1,2.5次元の誘惑,charaget02,event,ストーリー,quest_event_yuw1_charaget02,俺はずっとオタクなだけです,08,event_yuw1_charaget02_00008,,,
yuw1,2.5次元の誘惑,challenge01,event,チャレンジ,quest_event_yuw1_challenge01,幸せです…,01,event_yuw1_challenge01_00001,,,
yuw1,2.5次元の誘惑,challenge01,event,チャレンジ,quest_event_yuw1_challenge01,幸せです…,02,event_yuw1_challenge01_00002,,,
yuw1,2.5次元の誘惑,challenge01,event,チャレンジ,quest_event_yuw1_challenge01,幸せです…,03,event_yuw1_challenge01_00003,,,
yuw1,2.5次元の誘惑,challenge01,event,チャレンジ,quest_event_yuw1_challenge01,幸せです…,04,event_yuw1_challenge01_00004,,,
yuw1,2.5次元の誘惑,savage,event,高難易度,quest_event_yuw1_savage,これがこの世界の頂上,01,event_yuw1_savage_00001,,,
yuw1,2.5次元の誘惑,savage,event,高難易度,quest_event_yuw1_savage,これがこの世界の頂上,02,event_yuw1_savage_00002,,,
yuw1,2.5次元の誘惑,savage,event,高難易度,quest_event_yuw1_savage,これがこの世界の頂上,03,event_yuw1_savage_00003,,,
yuw1,2.5次元の誘惑,savage02,event,高難易度,quest_event_yuw1_savage02,クリスマスバトル!!,01,event_yuw1_savage02_00001,,,
yuw1,2.5次元の誘惑,savage02,event,高難易度,quest_event_yuw1_savage02,クリスマスバトル!!,02,event_yuw1_savage02_00002,,,
,,,,,,,,,,,
sur1,魔都精兵のスレイブ,1day,event,デイリー,quest_event_sur1_1day,精兵と管理人,01,event_sur1_1day_00001,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,01,event_sur1_charaget01_00001,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,02,event_sur1_charaget01_00002,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,03,event_sur1_charaget01_00003,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,04,event_sur1_charaget01_00004,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,05,event_sur1_charaget01_00005,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,06,event_sur1_charaget01_00006,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,07,event_sur1_charaget01_00007,,,
sur1,魔都精兵のスレイブ,charaget01,event,ストーリー,quest_event_sur1_charaget01,スレイブの誕生,08,event_sur1_charaget01_00008,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,01,event_sur1_charaget02_00001,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,02,event_sur1_charaget02_00002,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,03,event_sur1_charaget02_00003,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,04,event_sur1_charaget02_00004,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,05,event_sur1_charaget02_00005,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,06,event_sur1_charaget02_00006,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,07,event_sur1_charaget02_00007,,,
sur1,魔都精兵のスレイブ,charaget02,event,ストーリー,quest_event_sur1_charaget02,隠れ里の戦い,08,event_sur1_charaget02_00008,,,
sur1,魔都精兵のスレイブ,challenge01,event,チャレンジ,quest_event_sur1_challenge01,魔都防衛隊,01,event_sur1_challenge01_00001,,,
sur1,魔都精兵のスレイブ,challenge01,event,チャレンジ,quest_event_sur1_challenge01,魔都防衛隊,02,event_sur1_challenge01_00002,,,
sur1,魔都精兵のスレイブ,challenge01,event,チャレンジ,quest_event_sur1_challenge01,魔都防衛隊,03,event_sur1_challenge01_00003,,,
sur1,魔都精兵のスレイブ,challenge01,event,チャレンジ,quest_event_sur1_challenge01,魔都防衛隊,04,event_sur1_challenge01_00004,,,
sur1,魔都精兵のスレイブ,savage,event,高難易度,quest_event_sur1_savage,スレイブと組長,01,event_sur1_savage_00001,,,
sur1,魔都精兵のスレイブ,savage,event,高難易度,quest_event_sur1_savage,スレイブと組長,02,event_sur1_savage_00002,,,
sur1,魔都精兵のスレイブ,savage,event,高難易度,quest_event_sur1_savage,スレイブと組長,03,event_sur1_savage_00003,,,
,,,,,,,,,,,
osh1,【推しの子】,1day,event,デイリー,quest_event_osh1_1day,ファンと推し合戦!,01,event_osh1_1day_00001,,,
osh1,【推しの子】,charaget01,event,ストーリー,quest_event_osh1_charaget01,芸能界へ!,01,event_osh1_charaget01_00001,,,
osh1,【推しの子】,charaget01,event,ストーリー,quest_event_osh1_charaget01,芸能界へ!,02,event_osh1_charaget01_00002,,,
osh1,【推しの子】,charaget01,event,ストーリー,quest_event_osh1_charaget01,芸能界へ!,03,event_osh1_charaget01_00003,,,
osh1,【推しの子】,challenge01,event,収集,quest_event_osh1_challenge01,推しの子になってやる,01,event_osh1_challenge01_00001,,,
osh1,【推しの子】,challenge01,event,収集,quest_event_osh1_challenge01,推しの子になってやる,02,event_osh1_challenge01_00002,,,
osh1,【推しの子】,challenge01,event,収集,quest_event_osh1_challenge01,推しの子になってやる,03,event_osh1_challenge01_00003,,,
osh1,【推しの子】,challenge01,event,収集,quest_event_osh1_challenge01,推しの子になってやる,04,event_osh1_challenge01_00004,,,
osh1,【推しの子】,charaget02,event,強化,quest_event_osh1_charaget02,ぴえヨンのブートクエスト,01,event_osh1_charaget02_00001,,,
osh1,【推しの子】,charaget02,event,強化,quest_event_osh1_charaget02,ぴえヨンのブートクエスト,02,event_osh1_charaget02_00002,,,
osh1,【推しの子】,charaget02,event,強化,quest_event_osh1_charaget02,ぴえヨンのブートクエスト,03,event_osh1_charaget02_00003,,,
osh1,【推しの子】,charaget02,event,強化,quest_event_osh1_charaget02,ぴえヨンのブートクエスト,04,event_osh1_charaget02_00004,,,
osh1,【推しの子】,savage,event,高難易度,quest_event_osh1_savage,芸能界には才能が集まる,01,event_osh1_savage_00001,,,
osh1,【推しの子】,savage,event,高難易度,quest_event_osh1_savage,芸能界には才能が集まる,02,event_osh1_savage_00002,,,
osh1,【推しの子】,savage,event,高難易度,quest_event_osh1_savage,芸能界には才能が集まる,03,event_osh1_savage_00003,,,
,,,,,,,,,,,
glo1,GLOW,1day,event,デイリー,quest_event_glo1_1day,開運!ジャンブル運試し,02,event_glo1_1day_00002,,,
,,,,,,,,,,,
jig1,地獄楽,1day,event,デイリー,quest_event_jig1_1day,本能が告げている 危険だと,01,event_jig1_1day_00001,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,01,event_jig1_charaget01_00001,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,02,event_jig1_charaget01_00002,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,03,event_jig1_charaget01_00003,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,04,event_jig1_charaget01_00004,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,05,event_jig1_charaget01_00005,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,06,event_jig1_charaget01_00006,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,07,event_jig1_charaget01_00007,,,
jig1,地獄楽,charaget01,event,ストーリー,quest_event_jig1_charaget01,必ず生きて帰る,08,event_jig1_charaget01_00008,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,01,event_jig1_charaget02_00001,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,02,event_jig1_charaget02_00002,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,03,event_jig1_charaget02_00003,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,04,event_jig1_charaget02_00004,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,05,event_jig1_charaget02_00005,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,06,event_jig1_charaget02_00006,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,07,event_jig1_charaget02_00007,,,
jig1,地獄楽,charaget02,event,ストーリー,quest_event_jig1_charaget02,朱印の者たち,08,event_jig1_charaget02_00008,,,
jig1,地獄楽,challenge01,event,チャレンジ,quest_event_jig1_challenge01,死罪人と首切り役人,01,event_jig1_challenge01_00001,,,
jig1,地獄楽,challenge01,event,チャレンジ,quest_event_jig1_challenge01,死罪人と首切り役人,02,event_jig1_challenge01_00002,,,
jig1,地獄楽,challenge01,event,チャレンジ,quest_event_jig1_challenge01,死罪人と首切り役人,03,event_jig1_challenge01_00003,,,
jig1,地獄楽,challenge01,event,チャレンジ,quest_event_jig1_challenge01,死罪人と首切り役人,04,event_jig1_challenge01_00004,,,
jig1,地獄楽,savage,event,高難易度,quest_event_jig1_savage,手負いの獣は恐ろしいぞ,01,event_jig1_savage_00001,,,
jig1,地獄楽,savage,event,高難易度,quest_event_jig1_savage,手負いの獣は恐ろしいぞ,02,event_jig1_savage_00002,,,
jig1,地獄楽,savage,event,高難易度,quest_event_jig1_savage,手負いの獣は恐ろしいぞ,03,event_jig1_savage_00003,,,
,,,,,,,,,,,
you1,幼稚園WARS,1day,event,デイリー,quest_event_you1_1day,お遊戯の時間です,01,event_you1_1day_00001,,202602010,
you1,幼稚園WARS,charaget01,event,ストーリー,quest_event_you1_charaget01,先輩は敬いたまえ,01,event_you1_charaget01_00001,,202602010,
you1,幼稚園WARS,charaget01,event,ストーリー,quest_event_you1_charaget01,先輩は敬いたまえ,02,event_you1_charaget01_00002,,202602010,
you1,幼稚園WARS,charaget01,event,ストーリー,quest_event_you1_charaget01,先輩は敬いたまえ,03,event_you1_charaget01_00003,,202602010,
you1,幼稚園WARS,charaget01,event,ストーリー,quest_event_you1_charaget01,先輩は敬いたまえ,04,event_you1_charaget01_00004,,202602010,
you1,幼稚園WARS,charaget01,event,ストーリー,quest_event_you1_charaget01,先輩は敬いたまえ,05,event_you1_charaget01_00005,,202602010,
you1,幼稚園WARS,charaget01,event,ストーリー,quest_event_you1_charaget01,先輩は敬いたまえ,06,event_you1_charaget01_00006,,202602010,
you1,幼稚園WARS,charaget02,event,ストーリー,quest_event_you1_charaget02,兄を助けてくれないか?,01,event_you1_charaget02_00001,,202602010,
you1,幼稚園WARS,charaget02,event,ストーリー,quest_event_you1_charaget02,兄を助けてくれないか?,02,event_you1_charaget02_00002,,202602010,
you1,幼稚園WARS,charaget02,event,ストーリー,quest_event_you1_charaget02,兄を助けてくれないか?,03,event_you1_charaget02_00003,,202602010,
you1,幼稚園WARS,charaget02,event,ストーリー,quest_event_you1_charaget02,兄を助けてくれないか?,04,event_you1_charaget02_00004,,202602010,
you1,幼稚園WARS,charaget02,event,ストーリー,quest_event_you1_charaget02,兄を助けてくれないか?,05,event_you1_charaget02_00005,,202602010,
you1,幼稚園WARS,charaget02,event,ストーリー,quest_event_you1_charaget02,兄を助けてくれないか?,06,event_you1_charaget02_00006,,202602010,
you1,幼稚園WARS,challenge,event,チャレンジ,quest_event_you1_challenge,世界一安全な幼稚園,01,event_you1_challenge_00001,,202602010,
you1,幼稚園WARS,challenge,event,チャレンジ,quest_event_you1_challenge,世界一安全な幼稚園,02,event_you1_challenge_00002,,202602010,
you1,幼稚園WARS,challenge,event,チャレンジ,quest_event_you1_challenge,世界一安全な幼稚園,03,event_you1_challenge_00003,,202602010,
you1,幼稚園WARS,challenge,event,チャレンジ,quest_event_you1_challenge,世界一安全な幼稚園,04,event_you1_challenge_00004,,202602010,
you1,幼稚園WARS,savage,event,高難易度,quest_event_you1_savage,正義だけじゃ何も守れない,01,event_you1_savage_00001,,202602010,
you1,幼稚園WARS,savage,event,高難易度,quest_event_you1_savage,正義だけじゃ何も守れない,02,event_you1_savage_00002,,202602010,
you1,幼稚園WARS,savage,event,高難易度,quest_event_you1_savage,正義だけじゃ何も守れない,03,event_you1_savage_00003,,202602010,
,,,,,,,,,,,
kim1,君のことが大大大大大好きな100人の彼女,1day,event,デイリー,quest_event_kim1_1day,恋は盲目,01,event_kim1_1day_00001,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget01,event,収集,quest_event_kim1_charaget01,キスゾンビ♡パニック,01,event_kim1_charaget01_00001,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget01,event,収集,quest_event_kim1_charaget01,キスゾンビ♡パニック,02,event_kim1_charaget01_00002,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget01,event,収集,quest_event_kim1_charaget01,キスゾンビ♡パニック,03,event_kim1_charaget01_00003,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget01,event,収集,quest_event_kim1_charaget01,キスゾンビ♡パニック,04,event_kim1_charaget01_00004,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget02,event,ストーリー,quest_event_kim1_charaget02,最高の恋愛パートナー,01,event_kim1_charaget02_00001,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget02,event,ストーリー,quest_event_kim1_charaget02,最高の恋愛パートナー,02,event_kim1_charaget02_00002,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget02,event,ストーリー,quest_event_kim1_charaget02,最高の恋愛パートナー,03,event_kim1_charaget02_00003,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget02,event,ストーリー,quest_event_kim1_charaget02,最高の恋愛パートナー,04,event_kim1_charaget02_00004,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget02,event,ストーリー,quest_event_kim1_charaget02,最高の恋愛パートナー,05,event_kim1_charaget02_00005,,,
kim1,君のことが大大大大大好きな100人の彼女,charaget02,event,ストーリー,quest_event_kim1_charaget02,最高の恋愛パートナー,06,event_kim1_charaget02_00006,,,
kim1,君のことが大大大大大好きな100人の彼女,challenge01,event,チャレンジ,quest_event_kim1_challenge01,恋太郎ファミリー,01,event_kim1_challenge01_00001,,,
kim1,君のことが大大大大大好きな100人の彼女,challenge01,event,チャレンジ,quest_event_kim1_challenge01,恋太郎ファミリー,02,event_kim1_challenge01_00002,,,
kim1,君のことが大大大大大好きな100人の彼女,challenge01,event,チャレンジ,quest_event_kim1_challenge01,恋太郎ファミリー,03,event_kim1_challenge01_00003,,,
kim1,君のことが大大大大大好きな100人の彼女,challenge01,event,チャレンジ,quest_event_kim1_challenge01,恋太郎ファミリー,04,event_kim1_challenge01_00004,,,
kim1,君のことが大大大大大好きな100人の彼女,savage,event,高難易度,quest_event_kim1_savage,DEAD OR LOVE,01,event_kim1_savage_00001,,,
kim1,君のことが大大大大大好きな100人の彼女,savage,event,高難易度,quest_event_kim1_savage,DEAD OR LOVE,02,event_kim1_savage_00002,,,
kim1,君のことが大大大大大好きな100人の彼女,savage,event,高難易度,quest_event_kim1_savage,DEAD OR LOVE,03,event_kim1_savage_00003,,,
,,,,,,,,,,,
hut1,ふつうの軽音部,1day,event,デイリー,quest_event_hut1_1day,軽音部に入部する,01,event_hut1_1day_00001,,,
hut1,ふつうの軽音部,charaget01,event,収集,quest_event_hut1_charaget01,弾き語り修行をする,01,event_hut1_charaget01_00001,,,
hut1,ふつうの軽音部,charaget01,event,収集,quest_event_hut1_charaget01,弾き語り修行をする,02,event_hut1_charaget01_00002,,,
hut1,ふつうの軽音部,charaget01,event,収集,quest_event_hut1_charaget01,弾き語り修行をする,03,event_hut1_charaget01_00003,,,
hut1,ふつうの軽音部,charaget01,event,収集,quest_event_hut1_charaget01,弾き語り修行をする,04,event_hut1_charaget01_00004,,,
hut1,ふつうの軽音部,charaget02,event,ストーリー,quest_event_hut1_charaget02,バンドを結成する,01,event_hut1_charaget02_00001,,,
hut1,ふつうの軽音部,charaget02,event,ストーリー,quest_event_hut1_charaget02,バンドを結成する,02,event_hut1_charaget02_00002,,,
hut1,ふつうの軽音部,charaget02,event,ストーリー,quest_event_hut1_charaget02,バンドを結成する,03,event_hut1_charaget02_00003,,,
hut1,ふつうの軽音部,charaget02,event,ストーリー,quest_event_hut1_charaget02,バンドを結成する,04,event_hut1_charaget02_00004,,,
hut1,ふつうの軽音部,charaget02,event,ストーリー,quest_event_hut1_charaget02,バンドを結成する,05,event_hut1_charaget02_00005,,,
hut1,ふつうの軽音部,charaget02,event,ストーリー,quest_event_hut1_charaget02,バンドを結成する,06,event_hut1_charaget02_00006,,,
hut1,ふつうの軽音部,challenge01,event,チャレンジ,quest_event_hut1_challenge01,文化祭が始まる,01,event_hut1_challenge01_00001,,,
hut1,ふつうの軽音部,challenge,event,チャレンジ,quest_event_hut1_challenge,文化祭が始まる,02,event_hut1_challenge_00002,,,
hut1,ふつうの軽音部,challenge,event,チャレンジ,quest_event_hut1_challenge,文化祭が始まる,03,event_hut1_challenge_00003,,,
hut1,ふつうの軽音部,challenge,event,チャレンジ,quest_event_hut1_challenge,文化祭が始まる,04,event_hut1_challenge_00004,,,
hut1,ふつうの軽音部,savage,event,高難易度,quest_event_hut1_savage,ステージに立つ,01,event_hut1_savage_00001,,,
