作品_ID,作品名,接頭語（カテゴリー）,アイテム_ID,assetKey,drop_ID,アイテム名,レアリティ,最大所持数,フレーバーテキスト,アイテム備考,start_date,リリースキー
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00217,,osh_b_0001,原画のかけら15,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00218,,osh_b_0001,原画のかけら7,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00219,,osh_b_0001,原画のかけら11,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00220,,osh_b_0001,原画のかけら6,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00221,,osh_b_0001,原画のかけら2,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00222,,osh_b_0002,原画のかけら13,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00223,,osh_b_0002,原画のかけら10,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00224,,osh_b_0002,原画のかけら3,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00225,,osh_b_0002,原画のかけら1,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00226,,osh_b_0002,原画のかけら16,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00227,,osh_b_0003,原画のかけら5,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00228,,osh_b_0003,原画のかけら12,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00229,,osh_b_0003,原画のかけら14,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00230,,osh_b_0003,原画のかけら4,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00231,,osh_b_0003,原画のかけら8,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00232,,osh_b_0003,原画のかけら9,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00333,,osh_c_0001,原画のかけら5,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00334,,osh_c_0001,原画のかけら15,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00335,,osh_c_0001,原画のかけら6,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00336,,osh_c_0001,原画のかけら8,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00337,,osh_c_0001,原画のかけら14,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00338,,osh_c_0002,原画のかけら3,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00339,,osh_c_0002,原画のかけら4,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00340,,osh_c_0002,原画のかけら13,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00341,,osh_c_0002,原画のかけら16,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00342,,osh_c_0002,原画のかけら12,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00343,,osh_c_0003,原画のかけら1,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00344,,osh_c_0003,原画のかけら11,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00345,,osh_c_0003,原画のかけら2,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00346,,osh_c_0003,原画のかけら9,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00347,,osh_c_0003,原画のかけら7,N,1,,,,
osh,【推しの子】,artwork_fragment,artwork_fragment_osh_00348,,osh_c_0003,原画のかけら10,N,1,,,,
