設定可,使用クエスト,作品_id,作品名,クエストカテゴリ,クエスト区分,クエスト番号,ステージ番号,演出種類,表示タイミング,名称追加,種類区別,表示区別,演出_asset_key ※設定ID併用,プレハブ名,使用場所,原作場面,監修通過の有無,psd差し替え,デプロイ
◎,イベント,yuw,2.5次元の誘惑,event,story,1,6,原画,クリア,,genga_,_victory,genga_yuw_event_story_00001_06_victory,manga_animation_genga_yuw_event_story_00001_06_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,1,7,原画,開始,,genga_,_start,genga_yuw_event_story_00001_07_start,manga_animation_genga_yuw_event_story_00001_07_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,1,7,原画,クリア,,genga_,_victory,genga_yuw_event_story_00001_07_victory,manga_animation_genga_yuw_event_story_00001_07_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,1,8,原画,開始,,genga_,_start,genga_yuw_event_story_00001_08_start,manga_animation_genga_yuw_event_story_00001_08_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,1,8,原画,クリア,,genga_,_victory,genga_yuw_event_story_00001_08_victory,manga_animation_genga_yuw_event_story_00001_08_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,1,原画,開始,,genga_,_start,genga_yuw_event_story_00002_01_start,manga_animation_genga_yuw_event_story_00002_01_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,1,原画,クリア,,genga_,_victory,genga_yuw_event_story_00002_01_victory,manga_animation_genga_yuw_event_story_00002_01_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,2,原画,開始,,genga_,_start,genga_yuw_event_story_00002_02_start,manga_animation_genga_yuw_event_story_00002_02_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,2,原画,クリア,,genga_,_victory,genga_yuw_event_story_00002_02_victory,manga_animation_genga_yuw_event_story_00002_02_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,3,原画,開始,,genga_,_start,genga_yuw_event_story_00002_03_start,manga_animation_genga_yuw_event_story_00002_03_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,3,原画,クリア,,genga_,_victory,genga_yuw_event_story_00002_03_victory,manga_animation_genga_yuw_event_story_00002_03_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,4,原画,開始,,genga_,_start,genga_yuw_event_story_00002_04_start,manga_animation_genga_yuw_event_story_00002_04_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,5,原画,開始,,genga_,_start,genga_yuw_event_story_00002_05_start,manga_animation_genga_yuw_event_story_00002_05_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,5,原画,クリア,,genga_,_victory,genga_yuw_event_story_00002_05_victory,manga_animation_genga_yuw_event_story_00002_05_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,6,原画,開始,,genga_,_start,genga_yuw_event_story_00002_06_start,manga_animation_genga_yuw_event_story_00002_06_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,6,原画,クリア,,genga_,_victory,genga_yuw_event_story_00002_06_victory,manga_animation_genga_yuw_event_story_00002_06_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,7,原画,開始,,genga_,_start,genga_yuw_event_story_00002_07_start,manga_animation_genga_yuw_event_story_00002_07_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,7,原画,クリア,,genga_,_victory,genga_yuw_event_story_00002_07_victory,manga_animation_genga_yuw_event_story_00002_07_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,8,原画,開始,,genga_,_start,genga_yuw_event_story_00002_08_start,manga_animation_genga_yuw_event_story_00002_08_start,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,story,2,8,原画,クリア,,genga_,_victory,genga_yuw_event_story_00002_08_victory,manga_animation_genga_yuw_event_story_00002_08_victory,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_yuw_event_challenge_00001_01_appear,manga_animation_genga_yuw_event_challenge_00001_01_appear,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_yuw_event_challenge_00002_02_appear,manga_animation_genga_yuw_event_challenge_00002_02_appear,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_yuw_event_challenge_00003_03_appear,manga_animation_genga_yuw_event_challenge_00003_03_appear,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_yuw_event_challenge_00004_04_appear,manga_animation_genga_yuw_event_challenge_00004_04_appear,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,challenge,4,5,原画,ボス出現,_boss,genga_,_appear,genga_yuw_event_challenge_00004_05_appear,manga_animation_genga_yuw_event_challenge_00004_05_appear,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,savage,1,1,原画,ボス出現,,genga_,_appear,genga_yuw_event_savage_00001_01_appear,manga_animation_genga_yuw_event_savage_00001_01_appear,,,通過済み,,
◎,イベント,yuw,2.5次元の誘惑,event,savage,2,2,原画,ボス出現,,genga_,_appear,genga_yuw_event_savage_00002_02_appear,manga_animation_genga_yuw_event_savage_00002_02_appear,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,1,原画,開始,,genga_,_start,genga_sur_event_story_00001_01_start,manga_animation_genga_sur_event_story_00001_01_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,2,原画,開始,,genga_,_start,genga_sur_event_story_00001_02_start,manga_animation_genga_sur_event_story_00001_02_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,2,原画,クリア,,genga_,_victory,genga_sur_event_story_00001_02_victory,manga_animation_genga_sur_event_story_00001_02_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,3,原画,開始,,genga_,_start,genga_sur_event_story_00001_03_start,manga_animation_genga_sur_event_story_00001_03_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,3,原画,クリア,,genga_,_victory,genga_sur_event_story_00001_03_victory,manga_animation_genga_sur_event_story_00001_03_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,4,原画,開始,,genga_,_start,genga_sur_event_story_00001_04_start,manga_animation_genga_sur_event_story_00001_04_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,4,原画,クリア,,genga_,_victory,genga_sur_event_story_00001_04_victory,manga_animation_genga_sur_event_story_00001_04_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,5,原画,開始,,genga_,_start,genga_sur_event_story_00001_05_start,manga_animation_genga_sur_event_story_00001_05_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,5,原画,クリア,,genga_,_victory,genga_sur_event_story_00001_05_victory,manga_animation_genga_sur_event_story_00001_05_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,6,原画,開始,,genga_,_start,genga_sur_event_story_00001_06_start,manga_animation_genga_sur_event_story_00001_06_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,6,原画,クリア,,genga_,_victory,genga_sur_event_story_00001_06_victory,manga_animation_genga_sur_event_story_00001_06_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,7,原画,開始,,genga_,_start,genga_sur_event_story_00001_07_start,manga_animation_genga_sur_event_story_00001_07_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,8,原画,開始,,genga_,_start,genga_sur_event_story_00001_08_start,manga_animation_genga_sur_event_story_00001_08_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,1,8,原画,クリア,,genga_,_victory,genga_sur_event_story_00001_08_victory,manga_animation_genga_sur_event_story_00001_08_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,1,原画,開始,,genga_,_start,genga_sur_event_story_00002_01_start,manga_animation_genga_sur_event_story_00002_01_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,2,原画,開始,,genga_,_start,genga_sur_event_story_00002_02_start,manga_animation_genga_sur_event_story_00002_02_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,2,原画,クリア,,genga_,_victory,genga_sur_event_story_00002_02_victory,manga_animation_genga_sur_event_story_00002_02_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,3,原画,開始,,genga_,_start,genga_sur_event_story_00002_03_start,manga_animation_genga_sur_event_story_00002_03_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,3,原画,クリア,,genga_,_victory,genga_sur_event_story_00002_03_victory,manga_animation_genga_sur_event_story_00002_03_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,4,原画,開始,,genga_,_start,genga_sur_event_story_00002_04_start,manga_animation_genga_sur_event_story_00002_04_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,4,原画,クリア,,genga_,_victory,genga_sur_event_story_00002_04_victory,manga_animation_genga_sur_event_story_00002_04_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,5,原画,開始,,genga_,_start,genga_sur_event_story_00002_05_start,manga_animation_genga_sur_event_story_00002_05_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,6,原画,開始,,genga_,_start,genga_sur_event_story_00002_06_start,manga_animation_genga_sur_event_story_00002_06_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,7,原画,開始,,genga_,_start,genga_sur_event_story_00002_07_start,manga_animation_genga_sur_event_story_00002_07_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,8,原画,開始,,genga_,_start,genga_sur_event_story_00002_08_start,manga_animation_genga_sur_event_story_00002_08_start,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,story,2,8,原画,クリア,,genga_,_victory,genga_sur_event_story_00002_08_victory,manga_animation_genga_sur_event_story_00002_08_victory,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_sur_event_challenge_00001_01_appear,manga_animation_genga_sur_event_challenge_00001_01_appear,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_sur_event_challenge_00002_02_appear,manga_animation_genga_sur_event_challenge_00002_02_appear,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_sur_event_challenge_00003_03_appear,manga_animation_genga_sur_event_challenge_00003_03_appear,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_sur_event_challenge_00004_04_appear,manga_animation_genga_sur_event_challenge_00004_04_appear,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,savage,1,1,原画,ボス出現,,genga_,_appear,genga_sur_event_savage_00001_01_appear,manga_animation_genga_sur_event_savage_00001_01_appear,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,savage,2,2,原画,ボス出現,,genga_,_appear,genga_sur_event_savage_00002_02_appear,manga_animation_genga_sur_event_savage_00002_02_appear,,,通過済み,,
◎,イベント,sur,魔都精兵のスレイブ,event,1day,1,1,原画,開始,,genga_,_start,genga_sur_event_1day_00001_01_start,manga_animation_genga_sur_event_1day_00001_01_start,,,通過済み,,
◎,イベント,osh,【推しの子】,event,1day,1,1,原画,開始,,genga_,_start,genga_osh_event_1day_00001_01_start,manga_animation_genga_osh_event_1day_00001_01_start,,,通過済み,,
◎,イベント,osh,【推しの子】,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_osh_event_challenge_00001_01_appear,manga_animation_genga_osh_event_challenge_00001_01_appear,,,通過済み,,
◎,イベント,osh,【推しの子】,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_osh_event_challenge_00002_02_appear,manga_animation_genga_osh_event_challenge_00002_02_appear,,,通過済み,,
◎,イベント,osh,【推しの子】,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_osh_event_challenge_00003_03_appear,manga_animation_genga_osh_event_challenge_00003_03_appear,,,通過済み,,
◎,イベント,osh,【推しの子】,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_osh_event_challenge_00004_04_appear,manga_animation_genga_osh_event_challenge_00004_04_appear,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,1,1,原画,開始,,genga_,_start,genga_osh_event_story_00001_01_start,manga_animation_genga_osh_event_story_00001_01_start,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,1,1,原画,クリア,,genga_,_victory,genga_osh_event_story_00001_01_victory,manga_animation_genga_osh_event_story_00001_01_victory,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,1,2,原画,開始,,genga_,_start,genga_osh_event_story_00001_02_start,manga_animation_genga_osh_event_story_00001_02_start,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,1,2,原画,クリア,,genga_,_victory,genga_osh_event_story_00001_02_victory,manga_animation_genga_osh_event_story_00001_02_victory,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,1,3,原画,開始,,genga_,_start,genga_osh_event_story_00001_03_start,manga_animation_genga_osh_event_story_00001_03_start,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,1,3,原画,クリア,,genga_,_victory,genga_osh_event_story_00001_03_victory,manga_animation_genga_osh_event_story_00001_03_victory,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,2,1,原画,開始,,genga_,_start,genga_osh_event_story_00002_01_start,manga_animation_genga_osh_event_story_00002_01_start,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,2,2,原画,開始,,genga_,_start,genga_osh_event_story_00002_02_start,manga_animation_genga_osh_event_story_00002_02_start,,,通過済み,,
◎,イベント,osh,【推しの子】,event,story,2,3,原画,開始,,genga_,_start,genga_osh_event_story_00002_03_start,manga_animation_genga_osh_event_story_00002_03_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,1day,1,1,原画,開始,,genga_,_start,genga_jig_event_1day_00001_01_start,manga_animation_genga_jig_event_1day_00001_01_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,1,原画,開始,,genga_,_start,genga_jig_event_story_00001_01_start,manga_animation_genga_jig_event_story_00001_01_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,2,原画,開始,,genga_,_start,genga_jig_event_story_00001_02_start,manga_animation_genga_jig_event_story_00001_02_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,3,原画,開始,,genga_,_start,genga_jig_event_story_00001_03_start,manga_animation_genga_jig_event_story_00001_03_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,3,原画,クリア,,genga_,_victory,genga_jig_event_story_00001_03_victory,manga_animation_genga_jig_event_story_00001_03_victory,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,3,原画,クリア,,genga_,_victory,genga_jig_event_story_00001_03_victory,manga_animation_genga_jig_event_story_00001_03_victory,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,4,原画,開始,,genga_,_start,genga_jig_event_story_00001_04_start,manga_animation_genga_jig_event_story_00001_04_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,4,原画,開始,,genga_,_start,genga_jig_event_story_00001_04_start,manga_animation_genga_jig_event_story_00001_04_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,5,原画,開始,,genga_,_start,genga_jig_event_story_00001_05_start,manga_animation_genga_jig_event_story_00001_05_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,5,原画,クリア,,genga_,_victory,genga_jig_event_story_00001_05_victory,manga_animation_genga_jig_event_story_00001_05_victory,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,6,原画,開始,,genga_,_start,genga_jig_event_story_00001_06_start,manga_animation_genga_jig_event_story_00001_06_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,1,6,原画,クリア,,genga_,_victory,genga_jig_event_story_00001_06_victory,manga_animation_genga_jig_event_story_00001_06_victory,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,2,1,原画,開始,,genga_,_start,genga_jig_event_story_00002_01_start,manga_animation_genga_jig_event_story_00002_01_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,2,2,原画,開始,,genga_,_start,genga_jig_event_story_00002_02_start,manga_animation_genga_jig_event_story_00002_02_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,2,3,原画,開始,,genga_,_start,genga_jig_event_story_00002_03_start,manga_animation_genga_jig_event_story_00002_03_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,2,4,原画,開始,,genga_,_start,genga_jig_event_story_00002_04_start,manga_animation_genga_jig_event_story_00002_04_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,2,5,原画,開始,,genga_,_start,genga_jig_event_story_00002_05_start,manga_animation_genga_jig_event_story_00002_05_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,story,2,6,原画,開始,,genga_,_start,genga_jig_event_story_00002_06_start,manga_animation_genga_jig_event_story_00002_06_start,,,通過済み,,
◎,イベント,jig,地獄楽,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_jig_event_challenge_00001_01_appear,manga_animation_genga_jig_event_challenge_00001_01_appear,,,,,
◎,イベント,jig,地獄楽,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_jig_event_challenge_00002_02_appear,manga_animation_genga_jig_event_challenge_00002_02_appear,,,,,
◎,イベント,jig,地獄楽,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_jig_event_challenge_00003_03_appear,manga_animation_genga_jig_event_challenge_00003_03_appear,,,,,
◎,イベント,jig,地獄楽,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_jig_event_challenge_00004_04_appear,manga_animation_genga_jig_event_challenge_00004_04_appear,,,,,
◎,イベント,jig,地獄楽,event,savage,1,1,原画,ボス出現,,genga_,_appear,genga_jig_event_savage_00001_01_appear,manga_animation_genga_jig_event_savage_00001_01_appear,,,,,
◎,イベント,jig,地獄楽,event,savage,2,2,原画,ボス出現,,genga_,_appear,genga_jig_event_savage_00002_02_appear,manga_animation_genga_jig_event_savage_00002_02_appear,,,,,
◎,イベント,jig,地獄楽,event,savage,3,3,原画,ボス出現,,genga_,_appear,genga_jig_event_savage_00003_03_appear,manga_animation_genga_jig_event_savage_00003_03_appear,,,,,
◎,イベント,you,幼稚園WARS,event,1day,1,1,原画,開始,,genga_,_start,genga_you_event_1day_00001_01_start,manga_animation_genga_you_event_1day_00001_01_start,,,,,
◎,イベント,you,幼稚園WARS,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_you_event_challenge_00001_01_appear,manga_animation_genga_you_event_challenge_00001_01_appear,,,,,
◎,イベント,you,幼稚園WARS,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_you_event_challenge_00002_02_appear,manga_animation_genga_you_event_challenge_00002_02_appear,,,,,
◎,イベント,you,幼稚園WARS,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_you_event_challenge_00003_03_appear,manga_animation_genga_you_event_challenge_00003_03_appear,,,,,
◎,イベント,you,幼稚園WARS,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_you_event_challenge_00004_04_appear,manga_animation_genga_you_event_challenge_00004_04_appear,,,,,
◎,イベント,you,幼稚園WARS,event,savage,1,1,原画,ボス出現,_dag,genga_,_appear,genga_you_event_savage_00001_01_appear_dag,manga_animation_genga_you_event_savage_00001_01_appear_dag,,,,,
◎,イベント,you,幼稚園WARS,event,savage,1,1,原画,ボス出現,_hana,genga_,_appear,genga_you_event_savage_00001_01_appear_hana,manga_animation_genga_you_event_savage_00001_01_appear_hana,,,,,
◎,イベント,you,幼稚園WARS,event,savage,2,2,原画,ボス出現,_lita,genga_,_appear,genga_you_event_savage_00002_02_appear_lita,manga_animation_genga_you_event_savage_00002_02_appear_lita,,,,,
◎,イベント,you,幼稚園WARS,event,savage,2,2,原画,ボス出現,_luke,genga_,_appear,genga_you_event_savage_00002_02_appear_luke,manga_animation_genga_you_event_savage_00002_02_appear_luke,,,,,
◎,イベント,you,幼稚園WARS,event,savage,3,3,原画,ボス出現,,genga_,_appear,genga_you_event_savage_00003_03_appear,manga_animation_genga_you_event_savage_00003_03_appear,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,1,原画,開始,,genga_,_start,genga_you_event_story_00001_01_start,manga_animation_genga_you_event_story_00001_01_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,2,原画,開始,,genga_,_start,genga_you_event_story_00001_02_start,manga_animation_genga_you_event_story_00001_02_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,2,原画,クリア,,genga_,_victory,genga_you_event_story_00001_02_victory,manga_animation_genga_you_event_story_00001_02_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,3,原画,開始,,genga_,_start,genga_you_event_story_00001_03_start,manga_animation_genga_you_event_story_00001_03_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,3,原画,クリア,,genga_,_victory,genga_you_event_story_00001_03_victory,manga_animation_genga_you_event_story_00001_03_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,4,原画,開始,,genga_,_start,genga_you_event_story_00001_04_start,manga_animation_genga_you_event_story_00001_04_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,4,原画,クリア,,genga_,_victory,genga_you_event_story_00001_04_victory,manga_animation_genga_you_event_story_00001_04_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,5,原画,開始,,genga_,_start,genga_you_event_story_00001_05_start,manga_animation_genga_you_event_story_00001_05_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,5,原画,クリア,,genga_,_victory,genga_you_event_story_00001_05_victory,manga_animation_genga_you_event_story_00001_05_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,6,原画,開始,,genga_,_start,genga_you_event_story_00001_06_start,manga_animation_genga_you_event_story_00001_06_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,1,6,原画,クリア,,genga_,_victory,genga_you_event_story_00001_06_victory,manga_animation_genga_you_event_story_00001_06_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,1,原画,開始,,genga_,_start,genga_you_event_story_00002_01_start,manga_animation_genga_you_event_story_00002_01_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,2,原画,開始,,genga_,_start,genga_you_event_story_00002_02_start,manga_animation_genga_you_event_story_00002_02_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,2,原画,クリア,,genga_,_victory,genga_you_event_story_00002_02_victory,manga_animation_genga_you_event_story_00002_02_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,3,原画,開始,,genga_,_start,genga_you_event_story_00002_03_start,manga_animation_genga_you_event_story_00002_03_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,3,原画,クリア,,genga_,_victory,genga_you_event_story_00002_03_victory,manga_animation_genga_you_event_story_00002_03_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,4,原画,開始,,genga_,_start,genga_you_event_story_00002_04_start,manga_animation_genga_you_event_story_00002_04_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,4,原画,クリア,,genga_,_victory,genga_you_event_story_00002_04_victory,manga_animation_genga_you_event_story_00002_04_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,5,原画,開始,,genga_,_start,genga_you_event_story_00002_05_start,manga_animation_genga_you_event_story_00002_05_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,5,原画,クリア,,genga_,_victory,genga_you_event_story_00002_05_victory,manga_animation_genga_you_event_story_00002_05_victory,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,6,原画,開始,,genga_,_start,genga_you_event_story_00002_06_start,manga_animation_genga_you_event_story_00002_06_start,,,,,
◎,イベント,you,幼稚園WARS,event,story,2,6,原画,クリア,,genga_,_victory,genga_you_event_story_00002_06_victory,manga_animation_genga_you_event_story_00002_06_victory,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,1day,1,1,原画,開始,,genga_,_start,genga_kim_event_1day_00001_01_start,manga_animation_genga_kim_event_1day_00001_01_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_kim_event_challenge_00001_01_appear,manga_animation_genga_kim_event_challenge_00001_01_appear,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_kim_event_challenge_00002_02_appear,manga_animation_genga_kim_event_challenge_00002_02_appear,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_kim_event_challenge_00003_03_appear,manga_animation_genga_kim_event_challenge_00003_03_appear,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_kim_event_challenge_00004_04_appear,manga_animation_genga_kim_event_challenge_00004_04_appear,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,savage,1,1,原画,ボス出現,_hakari,genga_,_appear,genga_kim_event_savage_00001_01_appear_hakari,manga_animation_genga_kim_event_savage_00001_01_appear_hakari,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,savage,1,1,原画,ボス出現,_karane,genga_,_appear,genga_kim_event_savage_00001_01_appear_karane,manga_animation_genga_kim_event_savage_00001_01_appear_karane,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,savage,2,2,原画,ボス出現,_1,genga_,_appear,genga_kim_event_savage_00002_02_appear_1,manga_animation_genga_kim_event_savage_00002_02_appear_1,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,savage,2,2,原画,ボス出現,_2,genga_,_appear,genga_kim_event_savage_00002_02_appear_2,manga_animation_genga_kim_event_savage_00002_02_appear_2,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,savage,2,2,原画,ボス出現,_shizuka,genga_,_appear,genga_kim_event_savage_00002_02_appear_shizuka,manga_animation_genga_kim_event_savage_00002_02_appear_shizuka,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,savage,3,3,原画,ボス出現,_1,genga_,_appear,genga_kim_event_savage_00003_03_appear_1,manga_animation_genga_kim_event_savage_00003_03_appear_1,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,savage,3,3,原画,ボス出現,_2,genga_,_appear,genga_kim_event_savage_00003_03_appear_2,manga_animation_genga_kim_event_savage_00003_03_appear_2,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,1,1,原画,開始,,genga_,_start,genga_kim_event_story_00001_01_start,manga_animation_genga_kim_event_story_00001_01_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,1,2,原画,開始,,genga_,_start,genga_kim_event_story_00001_02_start,manga_animation_genga_kim_event_story_00001_02_start,,,,,
