作品ID,敵キャラID,MstEnemyStageParameterID,敵キャラ名,クエストタイプ,難易度,インゲームID,コンテンツタイプ,コンテンツID
kim,enemy_glo_00001,e_glo_00001_kim1_charaget01_Normal_Colorless,ファントム,event,Normal,event_kim1_charaget01_00003,stage,quest_event_kim1_charaget01
kim,enemy_glo_00001,e_glo_00001_kim1_charaget01_Normal_Colorless,ファントム,event,Normal,event_kim1_charaget01_00004,stage,quest_event_kim1_charaget01
kim,enemy_glo_00001,e_glo_00001_kim1_charaget02_Normal_Colorless,ファントム,event,Normal,event_hut1_charaget02_00002,stage,quest_event_hut1_charaget02
kim,enemy_glo_00001,e_glo_00001_kim1_charaget02_Normal_Colorless,ファントム,event,Normal,event_kim1_charaget02_00002,stage,quest_event_kim1_charaget02
kim,enemy_glo_00001,e_glo_00001_kim1_charaget02_Normal_Colorless,ファントム,event,Normal,event_kim1_charaget02_00003,stage,quest_event_kim1_charaget02
kim,enemy_glo_00001,e_glo_00001_kim1_charaget02_Normal_Colorless,ファントム,event,Normal,event_kim1_charaget02_00004,stage,quest_event_kim1_charaget02
kim,enemy_glo_00001,e_glo_00001_kim1_charaget02_Normal_Colorless,ファントム,event,Normal,event_kim1_charaget02_00005,stage,quest_event_kim1_charaget02
kim,enemy_glo_00001,e_glo_00001_kim1_charaget02_Normal_Colorless,ファントム,event,Normal,event_kim1_charaget02_00006,stage,quest_event_kim1_charaget02
kim,enemy_glo_00001,e_glo_00001_kim1_savage_Normal_Blue,ファントム,event,Normal,event_kim1_savage_00001,stage,quest_event_kim1_savage
kim,enemy_glo_00001,e_glo_00001_kim1_savage_Normal_Red,ファントム,event,Normal,event_kim1_savage_00003,stage,quest_event_kim1_savage
kim,enemy_glo_00001,e_glo_00001_kim1_savage_Normal_Yellow,ファントム,event,Normal,event_kim1_savage_00002,stage,quest_event_kim1_savage
kim,enemy_glo_00001,e_glo_00001_l05anniv_challenge01_Normal_Colorless,ファントム,event,Normal,event_l05anniv_challenge01_00001,stage,quest_event_l05anniv_challenge01
kim,enemy_glo_00001,e_glo_00001_l05anniv_challenge01_Normal_Colorless,ファントム,event,Normal,event_l05anniv_challenge01_00002,stage,quest_event_l05anniv_challenge01
kim,enemy_glo_00001,e_glo_00001_l05anniv_challenge01_Normal_Colorless,ファントム,event,Normal,event_l05anniv_challenge01_00003,stage,quest_event_l05anniv_challenge01
kim,enemy_glo_00001,e_glo_00001_l05anniv_challenge01_Normal_Colorless,ファントム,event,Normal,event_l05anniv_challenge01_00004,stage,quest_event_l05anniv_challenge01
kim,enemy_glo_00001,e_glo_00001_mainquest_glo2_Normal_Green,ファントム,normal,Hard,hard_glo2_00003,stage,quest_main_glo2_hard_8
kim,enemy_glo_00001,e_glo_00001_mainquest_glo2_Normal_Green,ファントム,normal,Normal,normal_glo2_00003,stage,quest_main_glo2_normal_8
kim,enemy_glo_00001,e_glo_00001_mainquest_glo2_Normal_Green,ファントム,normal,Extra,veryhard_glo2_00003,stage,quest_main_glo2_veryhard_8
kim,enemy_glo_00001,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,ファントム,event,Normal,event_glo1_1day_00001,stage,quest_event_glo1_1day
kim,enemy_glo_00001,e_glo_00001_osh1_boot_Normal_Colorless,ファントム,event,Normal,event_osh1_charaget02_00002,stage,quest_event_osh1_charaget02
kim,enemy_glo_00001,e_glo_00001_osh1_boot_Normal_Colorless,ファントム,event,Normal,event_osh1_charaget02_00003,stage,quest_event_osh1_charaget02
kim,enemy_glo_00001,e_glo_00001_savage02_yuw_tank_Normal_Yellow,ファントム,event,Normal,event_yuw1_savage02_00001,stage,quest_event_yuw1_savage02
kim,enemy_glo_00001,e_glo_00001_savage02_yuw_tank_Normal_Yellow,ファントム,event,Normal,event_yuw1_savage02_00002,stage,quest_event_yuw1_savage02
kim,enemy_glo_00001,e_glo_00001_savage_Normal_Green,ファントム,event,Normal,event_yuw1_savage_00002,stage,quest_event_yuw1_savage
kim,enemy_glo_00001,e_glo_00001_savage_Normal_Green,ファントム,event,Normal,event_yuw1_savage_00003,stage,quest_event_yuw1_savage
kim,enemy_glo_00001,e_glo_00001_savage_Normal_Red,ファントム,event,Normal,event_dan1_savage_00001,stage,quest_event_dan1_savage
kim,enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,ファントム,event,Normal,event_dan1_savage_00002,stage,quest_event_dan1_savage
kim,enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,ファントム,event,Normal,event_mag1_charaget01_00007,stage,quest_event_mag1_charaget01
kim,enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,ファントム,event,Normal,event_mag1_charaget01_00008,stage,quest_event_mag1_charaget01
kim,enemy_glo_00001,e_glo_00001_savagetank_Normal_Colorless,ファントム,event,Normal,event_yuw1_savage_00001,stage,quest_event_yuw1_savage
kim,enemy_glo_00001,e_glo_00001_savagetank_Normal_Colorless,ファントム,event,Normal,event_yuw1_savage_00003,stage,quest_event_yuw1_savage
kim,enemy_glo_00001,e_glo_00001_savageyuwburn_Normal_Red,ファントム,event,Normal,event_yuw1_savage_00001,stage,quest_event_yuw1_savage
kim,enemy_glo_00001,e_glo_00001_savageyuwburn_Normal_Red,ファントム,event,Normal,event_yuw1_savage_00003,stage,quest_event_yuw1_savage
kim,enemy_glo_00001,e_glo_00001_spy1general01_Normal_Colorless,ファントム,event,Normal,event_spy1_charaget02_00004,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_spy1general01_Normal_Colorless,ファントム,event,Normal,event_spy1_charaget02_00008,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_spy1general02_Normal_Colorless,ファントム,event,Normal,event_spy1_charaget02_00004,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_spy1general02_Normal_Colorless,ファントム,event,Normal,event_spy1_charaget02_00007,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_spy1general02_Normal_Colorless,ファントム,event,Normal,event_spy1_charaget02_00008,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_spy1general03_Normal_Red,ファントム,event,Normal,event_spy1_charaget02_00005,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_spy1general03_Normal_Red,ファントム,event,Normal,event_spy1_charaget02_00006,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_spy1general03_Normal_Red,ファントム,event,Normal,event_spy1_charaget02_00007,stage,quest_event_spy1_charaget02
kim,enemy_glo_00001,e_glo_00001_sur1_advent_Normal_Blue,ファントム,ScoreChallenge,"",raid_sur1_00001,advent_battle,quest_raid_sur1_00001
kim,enemy_glo_00001,e_glo_00001_sur1_advent_Normal_Green,ファントム,ScoreChallenge,"",raid_sur1_00001,advent_battle,quest_raid_sur1_00001
kim,enemy_glo_00001,e_glo_00001_you1_challenge_Normal_Blue,ファントム,event,Normal,event_you1_challenge_00003,stage,quest_event_you1_challenge
kim,enemy_glo_00001,e_glo_00001_you1_challenge_Normal_Green,ファントム,event,Normal,event_you1_challenge_00001,stage,quest_event_you1_challenge
kim,enemy_glo_00001,e_glo_00001_you1_challenge_Normal_Green,ファントム,event,Normal,event_you1_challenge_00002,stage,quest_event_you1_challenge
kim,enemy_glo_00001,e_glo_00001_you1_challenge_Normal_Green,ファントム,event,Normal,event_you1_challenge_00004,stage,quest_event_you1_challenge
kim,enemy_glo_00001,e_glo_00001_you1_challenge_Normal_Red,ファントム,event,Normal,event_you1_challenge_00004,stage,quest_event_you1_challenge
kim,enemy_glo_00001,e_glo_00001raid_00001_Normal_Colorless,ファントム,ScoreChallenge,"",raid_yuw1_00001,advent_battle,quest_raid_yuw1_00001
kim,enemy_glo_00001,e_glo_00001raid_00001_Normal_Red,ファントム,ScoreChallenge,"",raid_yuw1_00001,advent_battle,quest_raid_yuw1_00001
mag,chara_mag_00001,c_mag_00001_challange_Boss_Yellow,新人魔法少女 桜木 カナ,event,Normal,event_mag1_challenge01_00003,stage,quest_event_mag1_challenge01
mag,chara_mag_00001,c_mag_00001_general_Boss_Blue,新人魔法少女 桜木 カナ,normal,Hard,hard_mag_00006,stage,quest_main_mag_hard_13
mag,chara_mag_00001,c_mag_00001_general_Boss_Blue,新人魔法少女 桜木 カナ,normal,Normal,normal_mag_00006,stage,quest_main_mag_normal_13
mag,chara_mag_00001,c_mag_00001_general_as4_Boss_Blue,新人魔法少女 桜木 カナ,normal,Hard,hard_glo4_00002,stage,quest_main_glo4_hard_16
mag,chara_mag_00001,c_mag_00001_general_as4_Boss_Blue,新人魔法少女 桜木 カナ,normal,Normal,normal_glo4_00002,stage,quest_main_glo4_normal_16
mag,chara_mag_00001,c_mag_00001_general_ori4_Boss_Blue,新人魔法少女 桜木 カナ,normal,Extra,veryhard_glo4_00002,stage,quest_main_glo4_veryhard_16
mag,chara_mag_00001,c_mag_00001_general_vh_Boss_Yellow,新人魔法少女 桜木 カナ,normal,Extra,veryhard_mag_00005,stage,quest_main_mag_veryhard_13
mag,chara_mag_00001,c_mag_00001_general_vh_Boss_Yellow,新人魔法少女 桜木 カナ,normal,Extra,veryhard_mag_00006,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_aya1_1d1c_Normal_Colorless,ファントム,event,Normal,event_aya1_1day_00001,stage,quest_event_aya1_1day
mag,enemy_glo_00001,e_glo_00001_aya1_challenge01_Normal_Colorless,ファントム,event,Normal,event_aya1_challenge_00001,stage,quest_event_aya1_challenge
mag,enemy_glo_00001,e_glo_00001_aya1_challenge01_Normal_Colorless,ファントム,event,Normal,event_aya1_challenge_00002,stage,quest_event_aya1_challenge
mag,enemy_glo_00001,e_glo_00001_aya1_challenge01_Normal_Colorless,ファントム,event,Normal,event_aya1_challenge_00003,stage,quest_event_aya1_challenge
mag,enemy_glo_00001,e_glo_00001_aya1_charaget01_Normal_Colorless,ファントム,event,Normal,event_aya1_charaget01_00001,stage,quest_event_aya1_charaget01
mag,enemy_glo_00001,e_glo_00001_aya1_charaget01_Normal_Colorless,ファントム,event,Normal,event_aya1_charaget01_00002,stage,quest_event_aya1_charaget01
mag,enemy_glo_00001,e_glo_00001_aya1_charaget01_Normal_Colorless,ファントム,event,Normal,event_aya1_charaget01_00003,stage,quest_event_aya1_charaget01
mag,enemy_glo_00001,e_glo_00001_aya1_charaget01_Normal_Colorless,ファントム,event,Normal,event_aya1_charaget01_00004,stage,quest_event_aya1_charaget01
mag,enemy_glo_00001,e_glo_00001_aya1_charaget02_Normal_Colorless,ファントム,event,Normal,event_aya1_charaget02_00001,stage,quest_event_aya1_charaget02
mag,enemy_glo_00001,e_glo_00001_aya1_charaget02_Normal_Colorless,ファントム,event,Normal,event_aya1_charaget02_00002,stage,quest_event_aya1_charaget02
mag,enemy_glo_00001,e_glo_00001_aya1_charaget02_Normal_Colorless,ファントム,event,Normal,event_aya1_charaget02_00003,stage,quest_event_aya1_charaget02
mag,enemy_glo_00001,e_glo_00001_dan1_advent_Normal_Colorless,ファントム,ScoreChallenge,"",raid_dan1_00001,advent_battle,quest_raid_dan1_00001
mag,enemy_glo_00001,e_glo_00001_dan1_advent_Normal_Yellow,ファントム,ScoreChallenge,"",raid_dan1_00001,advent_battle,quest_raid_dan1_00001
mag,enemy_glo_00001,e_glo_00001_event_spy1_artwork_Normal_Colorless,ファントム,event,Normal,event_mag1_charaget02_00006,stage,quest_event_mag1_charaget02
mag,enemy_glo_00001,e_glo_00001_general2_ori4_Normal_Colorless,ファントム,normal,Extra,veryhard_glo4_00001,stage,quest_main_glo4_veryhard_16
mag,enemy_glo_00001,e_glo_00001_general2_ori4_big_Normal_Colorless,ファントム,normal,Extra,veryhard_glo4_00001,stage,quest_main_glo4_veryhard_16
mag,enemy_glo_00001,e_glo_00001_general3_ori4_Normal_Colorless,ファントム,normal,Extra,veryhard_glo4_00002,stage,quest_main_glo4_veryhard_16
mag,enemy_glo_00001,e_glo_00001_general3_ori4_big_Normal_Colorless,ファントム,normal,Extra,veryhard_glo4_00002,stage,quest_main_glo4_veryhard_16
mag,enemy_glo_00001,e_glo_00001_general_Normal_Blue,ファントム,normal,Hard,hard_tak_00002,stage,quest_main_tak_hard_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Blue,ファントム,normal,Extra,veryhard_tak_00002,stage,quest_main_tak_veryhard_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Colorless,ファントム,normal,Normal,normal_glo2_00002,stage,quest_main_glo2_normal_8
mag,enemy_glo_00001,e_glo_00001_general_Normal_Colorless,ファントム,normal,Normal,normal_tak_00001,stage,quest_main_tak_normal_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Colorless,ファントム,normal,Normal,normal_tak_00002,stage,quest_main_tak_normal_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Colorless,ファントム,normal,Normal,normal_tak_00003,stage,quest_main_tak_normal_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Green,ファントム,normal,Hard,hard_tak_00003,stage,quest_main_tak_hard_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Green,ファントム,normal,Extra,veryhard_tak_00003,stage,quest_main_tak_veryhard_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Yellow,ファントム,normal,Hard,hard_tak_00001,stage,quest_main_tak_hard_7
mag,enemy_glo_00001,e_glo_00001_general_Normal_Yellow,ファントム,normal,Extra,veryhard_tak_00001,stage,quest_main_tak_veryhard_7
mag,enemy_glo_00001,e_glo_00001_general_as_Normal_Red,ファントム,normal,Normal,normal_glo3_00003,stage,quest_main_glo3_normal_12
mag,enemy_glo_00001,e_glo_00001_general_as_Normal_Yellow,ファントム,normal,Normal,normal_glo4_00003,stage,quest_main_glo4_normal_16
mag,enemy_glo_00001,e_glo_00001_general_as_h_Normal_Red,ファントム,normal,Hard,hard_glo3_00003,stage,quest_main_glo3_hard_12
mag,enemy_glo_00001,e_glo_00001_general_as_h_Normal_Yellow,ファントム,normal,Hard,hard_glo4_00003,stage,quest_main_glo4_hard_16
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_Normal_Blue,ファントム,normal,Extra,veryhard_chi_00001,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_Normal_Colorless,ファントム,normal,Extra,veryhard_chi_00001,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_Normal_Colorless,ファントム,normal,Extra,veryhard_chi_00002,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_Normal_Colorless,ファントム,normal,Extra,veryhard_chi_00003,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_Normal_Green,ファントム,normal,Extra,veryhard_chi_00002,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_Normal_Red,ファントム,normal,Extra,veryhard_chi_00002,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_big_Normal_Red,ファントム,normal,Extra,veryhard_chi_00003,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_chi_vh_big_Normal_Yellow,ファントム,normal,Extra,veryhard_chi_00002,stage,quest_main_chi_veryhard_9
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,ファントム,normal,Hard,hard_glo1_00003,stage,quest_main_glo1_hard_4
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,ファントム,normal,Hard,hard_spy_00006,stage,quest_main_spy_hard_1
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,ファントム,normal,Normal,normal_glo1_00003,stage,quest_main_glo1_normal_4
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,ファントム,normal,Extra,veryhard_gom_00005,stage,quest_main_gom_veryhard_2
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Blue,ファントム,normal,Extra,veryhard_spy_00001,stage,quest_main_spy_veryhard_1
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Yellow,ファントム,normal,Hard,hard_glo1_00002,stage,quest_main_glo1_hard_4
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Yellow,ファントム,normal,Hard,hard_gom_00003,stage,quest_main_gom_hard_2
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Yellow,ファントム,normal,Extra,veryhard_gom_00001,stage,quest_main_gom_veryhard_2
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Yellow,ファントム,normal,Extra,veryhard_gom_00003,stage,quest_main_gom_veryhard_2
mag,enemy_glo_00001,e_glo_00001_general_h_Normal_Yellow,ファントム,normal,Extra,veryhard_gom_00006,stage,quest_main_gom_veryhard_2
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_Normal_Blue,ファントム,normal,Extra,veryhard_kai_00002,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_Normal_Blue,ファントム,normal,Extra,veryhard_kai_00004,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_Normal_Green,ファントム,normal,Extra,veryhard_kai_00004,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_Normal_Red,ファントム,normal,Extra,veryhard_kai_00001,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_Normal_Red,ファントム,normal,Extra,veryhard_kai_00004,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_big_Normal_Green,ファントム,normal,Extra,veryhard_kai_00004,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_big_Normal_Red,ファントム,normal,Extra,veryhard_kai_00001,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_kai_vh_big_Normal_Red,ファントム,normal,Extra,veryhard_kai_00002,stage,quest_main_kai_veryhard_15
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Blue,ファントム,normal,Extra,veryhard_mag_00001,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Blue,ファントム,normal,Extra,veryhard_mag_00005,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,ファントム,normal,Extra,veryhard_mag_00001,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,ファントム,normal,Extra,veryhard_mag_00002,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,ファントム,normal,Extra,veryhard_mag_00003,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,ファントム,normal,Extra,veryhard_mag_00004,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,ファントム,normal,Extra,veryhard_mag_00005,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Green,ファントム,normal,Extra,veryhard_mag_00006,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Red,ファントム,normal,Extra,veryhard_mag_00001,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,ファントム,normal,Extra,veryhard_mag_00002,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,ファントム,normal,Extra,veryhard_mag_00003,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,ファントム,normal,Extra,veryhard_mag_00004,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,ファントム,normal,Extra,veryhard_mag_00005,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_Normal_Yellow,ファントム,normal,Extra,veryhard_mag_00006,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,ファントム,normal,Extra,veryhard_mag_00001,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,ファントム,normal,Extra,veryhard_mag_00003,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,ファントム,normal,Extra,veryhard_mag_00004,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,ファントム,normal,Extra,veryhard_mag_00005,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Blue,ファントム,normal,Extra,veryhard_mag_00006,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,ファントム,normal,Extra,veryhard_mag_00002,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,ファントム,normal,Extra,veryhard_mag_00005,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Green,ファントム,normal,Extra,veryhard_mag_00006,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_mag_vh_big_Normal_Yellow,ファントム,normal,Extra,veryhard_mag_00005,stage,quest_main_mag_veryhard_13
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_aka_00001,stage,quest_main_aka_hard_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_aka_00002,stage,quest_main_aka_hard_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_dan_00001,stage,quest_main_dan_hard_5
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_dan_00003,stage,quest_main_dan_hard_5
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_gom_00001,stage,quest_main_gom_hard_2
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_gom_00002,stage,quest_main_gom_hard_2
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_gom_00003,stage,quest_main_gom_hard_2
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_gom_00005,stage,quest_main_gom_hard_2
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_spy_00001,stage,quest_main_spy_hard_1
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_spy_00002,stage,quest_main_spy_hard_1
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_spy_00004,stage,quest_main_spy_hard_1
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Hard,hard_spy_00005,stage,quest_main_spy_hard_1
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Normal,normal_aka_00001,stage,quest_main_aka_normal_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Normal,normal_aka_00002,stage,quest_main_aka_normal_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Normal,normal_dan_00001,stage,quest_main_dan_normal_5
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Normal,normal_dan_00005,stage,quest_main_dan_normal_5
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Normal,normal_gom_00003,stage,quest_main_gom_normal_2
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Extra,veryhard_aka_00002,stage,quest_main_aka_veryhard_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Extra,veryhard_aka_00003,stage,quest_main_aka_veryhard_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Colorless,ファントム,normal,Extra,veryhard_gom_00003,stage,quest_main_gom_veryhard_2
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Hard,hard_aka_00003,stage,quest_main_aka_hard_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Hard,hard_dan_00006,stage,quest_main_dan_hard_5
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Hard,hard_glo1_00001,stage,quest_main_glo1_hard_4
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Normal,normal_aka_00003,stage,quest_main_aka_normal_3
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Normal,normal_dan_00002,stage,quest_main_dan_normal_5
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Extra,veryhard_dan_00006,stage,quest_main_dan_veryhard_5
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Extra,veryhard_glo1_00001,stage,quest_main_glo1_veryhard_4
mag,enemy_glo_00001,e_glo_00001_general_n_Normal_Red,ファントム,normal,Extra,veryhard_gom_00005,stage,quest_main_gom_veryhard_2
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh2_Normal_Blue,ファントム,normal,Extra,veryhard_glo3_00002,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh2_Normal_Colorless,ファントム,normal,Extra,veryhard_glo3_00002,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh2_big_Normal_Blue,ファントム,normal,Extra,veryhard_glo3_00002,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh2_big_Normal_Colorless,ファントム,normal,Extra,veryhard_glo3_00002,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh3_Normal_Colorless,ファントム,normal,Extra,veryhard_glo3_00003,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh3_Normal_Red,ファントム,normal,Extra,veryhard_glo3_00003,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh3_big_Normal_Colorless,ファントム,normal,Extra,veryhard_glo3_00003,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh3_big_Normal_Red,ファントム,normal,Extra,veryhard_glo3_00003,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh_Normal_Colorless,ファントム,normal,Extra,veryhard_glo3_00001,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori3_vh_Normal_Yellow,ファントム,normal,Extra,veryhard_glo3_00001,stage,quest_main_glo3_veryhard_12
mag,enemy_glo_00001,e_glo_00001_general_ori4_Normal_Blue,ファントム,normal,Extra,veryhard_glo4_00002,stage,quest_main_glo4_veryhard_16
mag,enemy_glo_00001,e_glo_00001_general_ori4_Normal_Colorless,ファントム,normal,Extra,veryhard_glo4_00003,stage,quest_main_glo4_veryhard_16
mag,enemy_glo_00001,e_glo_00001_general_ori4_Normal_Green,ファントム,normal,Extra,veryhard_glo4_00001,stage,quest_main_glo4_veryhard_16
