ENABLE,release_key,id,mst_unit_id,language,name,description,detail
e,1,chara_kai_00601_ja,chara_kai_00601,ja,"古橋 伊春","防衛隊第３部隊、斑鳩小隊所属。\nリーゼントヘアーをしている。負けず嫌いで、同期に入隊した年の近いレノのことをライバル視している。仲間思いのところもあり、言葉はやや荒いが気さく。好きなものはロック、バイク、特撮ヒーロー、ゴリゴリ君（ソーダ味）",中距離単体攻撃に優れ、安定感を発揮！必殺ワザで攻撃を向上させ、耐久力を活かして敵にダメージを与える！
e,1,chara_sur_00601_ja,chara_sur_00601,ja,"東 八千穂",テスト,テスト
e,1,chara_sur_00701_ja,chara_sur_00701,ja,"和倉 青羽",テスト,テスト
e,1,chara_dan_00201_ja,chara_dan_00201,ja,アイラ(制服ver.),テスト,テスト
e,1,chara_dan_00202_ja,chara_dan_00202,ja,"アクさらの愛 アイラ",テスト,テスト
e,1,chara_dan_00301_ja,chara_dan_00301,ja,"幸せを呼ぶ招き猫 ターボババア",テスト,テスト
e,1,chara_sur_00401_ja,chara_sur_00401,ja,"大川村 寧","魔防隊七番隊隊員。\n隊の最年少で11歳、小学生ながら、先に入隊した上司として和倉 優希のことを気にかける。能力名はきっと見つける。千里眼の様な力で索敵などを行い、隊を補佐する。","必殺ワザで次回JUMBLE RUSHのダメージ倍率UP！"
e,1,chara_spy_00001_ja,chara_spy_00001,ja,"わくわく アーニャ","孤児院に預けられていた少女。\nロイド・フォージャーに引き取られ、娘として暮らしている。実は他人の心を読むことができる超能力者で、周囲の人にはそのことを隠している。スパイと殺し屋との共同生活にわくわくしている。",必殺ワザで味方キャラの体力をまとめて回復！
e,1,chara_spy_00301_ja,chara_spy_00301,ja,ダミアン・デズモンド,"ドノバン・デズモンドの息子。\n学園では親の権力を笠に着て傲慢な態度を取っているが、\n根は優しく誇り高い少年。アーニャ・フォージャーにぶっ飛ばされて以来、気になっている。”プランB”成功の鍵となる標的。",必殺ワザで味方アタックキャラの攻撃をUP！特定のタイミングで火力を上げたい時に活躍！
e,1,chara_dos_00101_ja,chara_dos_00101,ja,"秋野 沙友理","北陵高等学校２年４組。黒髪清楚系ギャル。\nゲームが得意な恥ずかしがり屋で、愛称はさゆりん。スキー授業でスキーが滑れない生徒向けの特別Dクラスで翼と一緒に授業を受ける。滑っていて止まれなくなってしまった際に美波に助けられ、翼のアドバイスもあり友達になる。",必殺ワザで味方ディフェンスキャラのダメージをカット！味方の体力がピンチな時に活躍！
e,1,chara_jig_00401_ja,chara_jig_00401,ja,"亜左 弔兵衛",dev,dev
e,1,chara_chi_00401_ja,chara_chi_00401,ja,マキマ,dev,dev
e,1,chara_chi_00601_ja,chara_chi_00601,ja,"東山 コベニ",dev,dev
e,1,chara_jig_00701_ja,chara_jig_00701,ja,メイ,dev,dev
e,1,chara_jig_00601_ja,chara_jig_00601,ja,"民谷 巌鉄斎",dev,dev
e,1,chara_chi_00501_ja,chara_chi_00501,ja,姫野,dev,dev
e,1,chara_chi_00801_ja,chara_chi_00801,ja,サムライソード,dev,dev
e,1,chara_you_00301_ja,chara_you_00301,ja,ハナ,dev,dev
e,1,chara_you_00001_ja,chara_you_00001,ja,リタ,dev,dev
e,1,chara_you_00101_ja,chara_you_00101,ja,ルーク,dev,dev
e,1,chara_you_00201_ja,chara_you_00201,ja,ダグ,dev,dev
e,1,chara_gom_00701_ja,chara_gom_00701,ja,カナッジ,dev,dev
e,1,chara_gom_00301_ja,chara_gom_00301,ja,"魔王 ゴッドサンダー",dev,dev
e,1,chara_gom_00401_ja,chara_gom_00401,ja,マオマオちゃん,dev,dev
e,1,chara_chi_00701_ja,chara_chi_00701,ja,"沢渡 アカネ",dev,dev
e,1,chara_jig_00501_ja,chara_jig_00501,ja,"山田浅ェ門 桐馬",dev,dev
e,1,chara_mag_00501_ja,chara_mag_00501,ja,"重本 浩司",dev,dev
e,1,chara_mag_00301_ja,chara_mag_00301,ja,"葵 リリー",dev,dev
e,1,chara_mag_00201_ja,chara_mag_00201,ja,"土刃 メイ",dev,dev
e,1,chara_mag_00401_ja,chara_mag_00401,ja,"槇野 あかね",dev,dev
e,1,chara_dan_00501_ja,chara_dan_00501,ja,"坂田 金太",dev,dev
e,1,chara_osh_00701_ja,chara_osh_00701,ja,"雨宮 吾郎",dev,dev
e,1,chara_spy_00002_ja,chara_spy_00002,ja,"ドレス アーニャ",dev,dev
e,1,chara_kim_00201_ja,chara_kim_00201,ja,"院田 唐音",dev,dev
e,1,chara_kim_00001_ja,chara_kim_00001,ja,花園羽々里,dev,dev
e,1,chara_kim_00101_ja,chara_kim_00101,ja,花園羽香里,dev,dev
e,1,chara_kim_00301_ja,chara_kim_00301,ja,"好本 静",dev,dev
e,1,chara_yuw_00102_ja,chara_yuw_00102,ja,"橘 美花莉(クリスマス)",dev,dev
e,1,chara_gom_00601_ja,chara_gom_00601,ja,陰鬼,dev,dev
e,1,chara_hut_00101_ja,chara_hut_00101,ja,"幸山 厘",dev,dev
e,1,chara_hut_00301_ja,chara_hut_00301,ja,"藤井 彩目",dev,dev
e,1,chara_hut_00001_ja,chara_hut_00001,ja,鳩野ちひろ,dev,dev
e,1,chara_hut_00201_ja,chara_hut_00201,ja,内田桃,dev,dev
e,1,chara_gom_00501_ja,chara_gom_00501,ja,陽鬼,dev,dev
e,1,chara_dan_00601_ja,chara_dan_00601,ja,星子,テスト,テスト
e,1,chara_ara_00001_ja,chara_ara_00001,ja,灰,テスト,テスト
e,1,chara_aya_00101_ja,chara_aya_00101,ja,"花奏 すず",テスト,テスト
e,1,chara_aya_00301_ja,chara_aya_00301,ja,"ニノ曲 宗牙",テスト,テスト
e,1,chara_hyp_00001_ja,chara_hyp_00001,ja,ルーク,テスト,テスト
e,1,chara_gam_00001_ja,chara_gam_00001,ja,"祥龍院 隆子",テスト,テスト
e,1,chara_osh_00801_ja,chara_osh_00801,ja,"斉藤 ミヤコ",テスト,テスト
e,1,chara_aya_00001_ja,chara_aya_00001,ja,"風巻 祭里",テスト,テスト
e,1,chara_aya_00201_ja,chara_aya_00201,ja,"香炉木 恋緒",テスト,テスト
e,1,chara_sur_00901_ja,chara_sur_00901,ja,"山城 恋",テスト,テスト
e,1,chara_mar_00101_ja,chara_mar_00101,ja,"城崎 メイ",テスト,テスト
e,1,chara_sib_00001_ja,chara_sib_00001,ja,"百瀬 氷",テスト,テスト
e,1,chara_aka_00201_ja,chara_aka_00201,ja,ハナ,テスト,テスト
e,1,chara_aka_00301_ja,chara_aka_00301,ja,サブ,テスト,テスト
e,1,chara_nek_00001_ja,chara_nek_00001,ja,猫田さん,テスト,テスト
e,1,chara_mar_00001_ja,chara_mar_00001,ja,"下呂 ヒカル",テスト,テスト
e,1,chara_mar_00201_ja,chara_mar_00201,ja,"姫川 杏子",テスト,テスト
e,1,chara_mar_00401_ja,chara_mar_00401,ja,鳴子,テスト,テスト
