ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,override_drop_battle_point,defeated_score,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,jig_hard_06,jig_hard_06,,4,,ElapsedTime,1250,SummonEnemy,enemy_jig_00301_red,,2,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_06,jig_hard_06,,5,,OutpostDamage,1,SummonEnemy,enemy_jig_00101_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_06,jig_hard_06,,6,,OutpostDamage,1,SummonEnemy,enemy_jig_00001_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,tutorial_1,tutorial_1,,1,,ElapsedTime,20,SummonEnemy,e_glo_00001_tutorial_Normal_Blue,,5,60,None,,None,,None,,None,,,,,Default,Normal,,1,0.1,2,1.6,,None,,1
e,tutorial_1,tutorial_1,,2,,ElapsedTime,600,SummonEnemy,e_glo_00001_tutorial_Normal_Blue,,1,0,Fall0,1.6,None,,None,,None,,,,,Default,Normal,,1,15,2,1.6,,None,,1
e,tutorial_1,tutorial_1,,3,,ElapsedTime,9000,SummonEnemy,e_glo_00001_tutorial_Normal_Blue,,3,150,None,,None,,None,,None,,,,,Default,Normal,,1,6,2,1.4,,None,,1
e,tutorial_1,tutorial_1,,4,,ElapsedTime,1350,SummonEnemy,e_glo_00001_tutorial_Normal_Blue,,2,50,None,,None,,None,,None,,,,,Default,Normal,,1,8,2,1.4,,None,,1
e,tutorial_2,tutorial_2,,1,,OutpostDamage,1,SummonEnemy,e_glo_00001_tutorial_Normal_Yellow,,1,100,None,,None,,None,,None,,,,,Default,Normal,,1,1.8,0.1,0.8,,None,,1
e,tutorial_2,tutorial_2,,2,,ElapsedTime,100,SummonEnemy,e_glo_00001_tutorial_Normal_Yellow,,1,0,Fall0,0.95,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,,1,1.8,0.1,0.8,,None,,1
e,tutorial_3,tutorial_3,,1,,ElapsedTime,1,SummonEnemy,e_glo_00001_tutorial_Normal_Yellow,,4,59,None,,None,,None,,None,,,,,Default,Normal,,1,0.1,0.1,0.8,,None,,1
e,plan_test_stage_004_one_buff,plan_test_stage_004_one_buff,,1,,ElapsedTime,250,SummonEnemy,chara_rik_00001_one_buff,,5,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,plan_test_stage_004_everyone_buff,plan_test_stage_004_everyone_buff,,1,,ElapsedTime,150,SummonEnemy,chara_rik_00001_no_buff,,5,300,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,plan_test_stage_004_everyone_buff,plan_test_stage_004_everyone_buff,,2,,ElapsedTime,300,SummonEnemy,chara_rik_00001_everyone_buff,,1,0,None,,None,,None,,None,,,,,Boss,Normal,,0,1,1,1,,None,,1
e,plan_test_stage_004_one_heal,plan_test_stage_004_one_heal,,1,,ElapsedTime,150,SummonEnemy,chara_rik_00101_one_heal,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,plan_test_stage_004_everyone_heal,plan_test_stage_004_everyone_heal,,1,,ElapsedTime,150,SummonEnemy,chara_rik_00001_no_buff,,5,300,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,plan_test_stage_004_everyone_heal,plan_test_stage_004_everyone_heal,,2,,ElapsedTime,300,SummonEnemy,chara_rik_00101_everyone_heal,,1,0,None,,None,,None,,None,,,,,Boss,Normal,,0,1,1,1,,None,,1
e,plan_test_stage_004_one_debuff,plan_test_stage_004_one_debuff,,1,,ElapsedTime,150,SummonEnemy,chara_kai_00401_one_debuff,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,plan_test_stage_004_everyone_debuff,plan_test_stage_004_everyone_debuff,,1,,ElapsedTime,150,SummonEnemy,chara_kai_00401_everyone_debuff,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,raid_kai_00001,raid_kai_00001,,1,,ElapsedTime,0,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,3,100,None,,None,,None,,None,,,,,Default,Normal,,0,0.2,0.24,1,,None,,1
e,raid_kai_00001,raid_kai_00001,,2,,ElapsedTime,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,0.3,0.2,1,,None,,1
e,raid_kai_00001,raid_kai_00001,,3,,ElapsedTime,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,Default,Normal,,0,0.2,0.24,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w5,4,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00001_kai1_advent_Normal_Colorless,,99,100,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,1.4,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w5,5,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,e_kai_00001_kai1_advent_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,1.4,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w1,6,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00301_kai1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,,,AdventBoss1,Normal,,0,3,0.5,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w1,16,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,0.3,0.2,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w1,17,,ElapsedTimeSinceSequenceGroupActivated,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,Default,Normal,,0,0.2,0.24,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w2,7,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00301_kai1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,,,AdventBoss1,Normal,,0,4.5,1.1,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w2,18,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,2.7,0.5,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w2,19,,ElapsedTimeSinceSequenceGroupActivated,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,Default,Normal,,0,2,0.4,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w3,8,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,2.5,0.65,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w3,9,,ElapsedTimeSinceSequenceGroupActivated,125,SummonEnemy,e_kai_00101_kai1_advent_Boss_Blue,,1,0,None,,None,,None,,None,,,,,AdventBoss1,Normal,,0,10,1.4,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w3,20,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,3,0.7,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w3,21,,ElapsedTimeSinceSequenceGroupActivated,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,Default,Normal,,0,2.5,0.65,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w4,10,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00001_kai1_advent_Boss_Blue,,1,0,None,,None,,None,,None,,,,,AdventBoss1,Normal,,0,11,1.25,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w4,11,,ElapsedTimeSinceSequenceGroupActivated,125,SummonEnemy,e_kai_00301_kai1_advent_Boss_Blue,,1,0,None,,None,,None,,None,,,,,AdventBoss2,Normal,,0,9,2.5,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w4,22,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,3,1.4,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w4,23,,ElapsedTimeSinceSequenceGroupActivated,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,AdventBoss2,Normal,,0,2.5,0.7,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w5,12,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00401_kai1_advent_Boss_Blue,,1,0,None,,None,,None,,None,,,,,AdventBoss3,Normal,,0,1.7,0.48,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w5,24,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,3.5,1.2,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w5,25,,ElapsedTimeSinceSequenceGroupActivated,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,Default,Normal,,0,3,0.85,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w6,13,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00101_kai1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,,,AdventBoss2,Normal,,0,2,2,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w6,14,,ElapsedTimeSinceSequenceGroupActivated,125,SummonEnemy,e_kai_00001_kai1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,,,AdventBoss2,Normal,,0,2.5,1.6,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w6,26,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,4.5,1.25,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w6,27,,ElapsedTimeSinceSequenceGroupActivated,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,Default,Normal,,0,4,0.8,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w6,28,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00001_kai1_advent_Normal_Colorless,,99,100,None,,None,,None,,None,,,,,Default,Normal,,0,2,1.5,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w7,15,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00401_kai1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,,,AdventBoss3,Normal,,0,3.5,0.8,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w7,29,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_kai_00301_kai1_advent_Normal_Colorless,,99,300,None,,None,,None,,None,,,,,Default,Normal,,0,6,1.8,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w7,30,,ElapsedTimeSinceSequenceGroupActivated,150,SummonEnemy,e_kai_00101_kai1_advent_Normal_Colorless,,99,400,None,,None,,None,,None,,,,,Default,Normal,,0,5,1.2,1,,None,,1
e,raid_kai_00001,raid_kai_00001,w7,31,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_kai_00001_kai1_advent_Normal_Colorless,,99,100,None,,None,,None,,None,,,,,Default,Normal,,0,5,2.5,1,,None,,1
e,raid_kai_00001,raid_kai_00001,,groupchange_1,,ElapsedTime,750,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,w1,groupchange_2,,FriendUnitDead,6,SwitchSequenceGroup,w2,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,w2,groupchange_3,,FriendUnitDead,7,SwitchSequenceGroup,w3,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,w3,groupchange_4,,FriendUnitDead,9,SwitchSequenceGroup,w4,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,w4,groupchange_5,,FriendUnitDead,11,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,w5,groupchange_6,,FriendUnitDead,12,SwitchSequenceGroup,w6,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,w6,groupchange_7,,FriendUnitDead,14,SwitchSequenceGroup,w7,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,w7,groupchange_8,,FriendUnitDead,15,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,,,Default,Normal,,,,,,,None,,1
e,raid_kai_00001,raid_kai_00001,,16,,InitialSummon,,SummonGimmickObject,raid_kai_00001,,1,0,None,0.75,None,,None,,None,,,,,Default,Normal,,0,10,0.01,1,,None,,1
e,01_dan_normal_3,01_dan_normal_3,,1,,ElapsedTime,650,SummonEnemy,e_spy_00101_general_n_Normal_Colorless_1,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,0,None,,1
e,01_dan_normal_3,01_dan_normal_3,,2,,FriendUnitTransform,1,SummonEnemy,en_phantom_dan_00001,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,50,None,,1
e,01_dan_normal_3,01_dan_normal_3,,3,,FriendUnitTransform,1,SummonEnemy,en_phantom_dan_00001,,1,0,Fall0,0.75,None,,None,,None,,,,,Default,Normal,,,1,1,1,200,None,,1
e,01_dan_normal_3,01_dan_normal_3,,4,,FriendUnitSummoned,3,SummonEnemy,en_phantom_dan_00001,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,0,None,,1
e,01_dan_normal_3,01_dan_normal_3,,5,,FriendUnitSummoned,4,SummonEnemy,en_phantom_dan_00001,,1,0,None,0.5,None,,None,,None,,,,,Default,Normal,,,1,1,1,200,None,,1
e,01_dan_normal_4,01_dan_normal_4,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,1.75,EnterTargetKoma,1,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_5,01_dan_normal_5,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,1.75,Damage,1,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_6,01_dan_normal_6,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,1.75,DeadFriendUnitCount,3,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_6,01_dan_normal_6,,2,,ElapsedTime,500,SummonEnemy,en_phantom_dan_00001,,3,250,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_7,01_dan_normal_7,,1,,ElapsedTime,250,SummonEnemy,en_phantom_dan_00001,,99,100,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,ElapsedTime,2000,1
e,01_dan_normal_8,01_dan_normal_8,,1,,ElapsedTime,250,SummonEnemy,en_phantom_dan_00001,,99,100,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,OutpostDamage,1,1
e,01_dan_normal_9,01_dan_normal_9,,1,,ElapsedTime,250,SummonEnemy,en_phantom_dan_00001,,99,100,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,EnterTargetKomaIndex,1,1
e,01_dan_normal_10,01_dan_normal_10,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless_1,,1,0,None,1.75,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_10,01_dan_normal_10,,2,,ElapsedTime,100,SummonEnemy,en_phantom_dan_00001,,99,100,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,FriendUnitTransform,1,1
e,01_dan_normal_11,01_dan_normal_11,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,1.75,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_11,01_dan_normal_11,,2,,ElapsedTime,100,SummonEnemy,en_phantom_dan_00001,,99,100,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,FriendUnitDead,1,1
e,01_dan_normal_12,01_dan_normal_12,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,1.75,ElapsedTime,50,ElapsedTime,200,ElapsedTime,200,10,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_13,01_dan_normal_13,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,1.75,None,,PassedKomaCount,1,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_14,01_dan_normal_14,,1,,InitialSummon,1,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,1.75,None,,ElapsedTime,200,Damage,1,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_15,01_dan_normal_15,,1,,ElapsedTime,100,SummonEnemy,e_spy_00101_general_n_Boss_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_15,01_dan_normal_15,,2,,ElapsedTime,25,SummonEnemy,en_phantom_dan_00001,,99,500,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_17,01_dan_normal_17,,1,,ElapsedTime,25,SummonEnemy,en_phantom_dan_00001,,99999,10,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_19,01_dan_normal_19,,1,,EnterTargetKomaIndex,2,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,1,0,None,0.8,Damage,1,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,01_dan_normal_20,01_dan_normal_20,,1,,ElapsedTime,200,SummonEnemy,e_spy_00101_general_n_red_atk,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,5,1,1,,None,,1
e,01_dan_normal_20,01_dan_normal_20,,2,,FriendUnitDead,1,SummonEnemy,e_spy_00101_general_n_blue_def,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,5,1,1,,None,,1
e,01_dan_normal_20,01_dan_normal_20,,3,,FriendUnitDead,2,SummonEnemy,e_spy_00101_general_n_yellow_tec,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,5,1,1,,None,,1
e,01_dan_normal_20,01_dan_normal_20,,4,,FriendUnitDead,3,SummonEnemy,e_spy_00101_general_n_green_sup,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,5,1,1,,None,,1
e,01_dan_normal_20,01_dan_normal_20,,5,,FriendUnitDead,4,SummonEnemy,e_spy_00101_general_n_colorless_abi,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,5,1,1,,None,,1
e,01_dan_normal_21,01_dan_normal_21,,1,,ElapsedTime,200,SummonEnemy,enemychara_jig_00001,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,5,1,1,,None,,1
e,test6_01_001,test6_01_001,,1,,ElapsedTime,0,SummonEnemy,e_glo_00001_general_n_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_001,test6_01_001,,2,,InitialSummon,1,SummonEnemy,e_dan_00001_general_n_trans_Normal_Red,,1,0,None,1.5,ElapsedTime,500,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_002,test6_01_002,,2,,InitialSummon,1,SummonEnemy,e_glo_00001_general_n_Normal_Red,,1,0,None,1.8,Damage,500,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_003,test6_01_003,,1,,ElapsedTime,250,SummonEnemy,e_glo_00001_general_n_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_004,test6_01_004,,1,,InitialSummon,1,SummonEnemy,e_dan_00001_general_n_trans_Normal_Colorless,,1,0,None,1.5,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_005,test6_01_005,,1,,ElapsedTime,250,SummonEnemy,e_glo_00001_general_n_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_005,test6_01_005,,2,,ElapsedTime,1000,SummonEnemy,e_glo_00001_general_n_Normal_Red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_006,test6_01_006,,1,,InitialSummon,1,SummonEnemy,e_dan_00001_general_h_trans_Normal_Colorless,,1,0,None,0.6,ElapsedTime,500,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_007,test6_01_007,,1,,ElapsedTime,250,SummonEnemy,c_tak_00001_mainquest_spytrans_loid_Boss_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_008,test6_01_008,,1,,ElapsedTime,0,SummonEnemy,e_glo_00001_general_n_Normal_Red_1,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_008,test6_01_008,,2,,ElapsedTime,1000,SummonEnemy,e_glo_00001_general_n_Normal_Blue_1,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_008,test6_01_008,,3,,ElapsedTime,2000,SummonEnemy,e_glo_00001_general_n_Normal_Yellow_1,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_008,test6_01_008,,4,,ElapsedTime,3000,SummonEnemy,e_glo_00001_general_n_Normal_Green_1,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_009,test6_01_009,,1,,ElapsedTime,0,SummonEnemy,e_glo_00001_general_n_Normal_Colorless_1,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_009,test6_01_009,,2,,ElapsedTime,1000,SummonEnemy,e_glo_00001_general_n_Normal_Red_2,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_010,test6_01_010,,1,,ElapsedTime,0,SummonEnemy,e_glo_00001_general_n_Normal_Colorless_2,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_010,test6_01_010,,2,,ElapsedTime,1000,SummonEnemy,e_glo_00001_general_n_Normal_Blue_2,,1,0,Fall,1.5,ElapsedTime,100,None,,None,,,,,Default,Normal,,,50,0.1,1,,None,,1
e,test6_01_011,test6_01_011,,1,,ElapsedTime,1,SummonEnemy,e_glo_00001_general_n_Normal_Colorless,,1,0,None,1.2,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_012,test6_01_012,,1,,InitialSummon,1,SummonEnemy,e_glo_00001_general_n_Normal_Colorless,,1,0,None,0.3,ElapsedTime,500,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_013,test6_01_013,,1,,InitialSummon,,SummonGimmickObject,mag_manhole_enemy,,1,0,None,1.1,None,,None,,None,,,,,Default,Normal,,,10,0.01,1,,None,,1
e,test6_01_013,test6_01_013,,2,,InitialSummon,,SummonGimmickObject,mag_manhole_enemy,,1,0,None,1.4,None,,None,,None,,,,,Default,Normal,,,10,0.01,1,,None,,1
e,test6_01_013,test6_01_013,,3,,InitialSummon,,SummonGimmickObject,mag_manhole_enemy,,1,0,None,1.7,None,,None,,None,,,,,Default,Normal,,,10,0.01,1,,None,,1
e,test6_01_013,test6_01_013,,5,,InitialSummon,1,SummonEnemy,e_glo_00001_general_n_Normal_Colorless,,1,0,None,0.5,ElapsedTime,3000,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_013,test6_01_013,,6,,ElapsedTime,0,TransformGimmickObjectToEnemy,e_glo_00001_general_n_Normal_Colorless,1,1,0,None,,ElapsedTime,50,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_013,test6_01_013,,7,,ElapsedTime,250,TransformGimmickObjectToEnemy,e_glo_00001_general_n_Normal_Colorless,2,1,0,None,,ElapsedTime,50,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_013,test6_01_013,,8,,FriendUnitDead,5,TransformGimmickObjectToEnemy,e_glo_00001_general_n_Normal_Colorless,3,1,0,None,,ElapsedTime,50,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_014,test6_01_014,,1,,InitialSummon,,SummonGimmickObject,mag_manhole_enemy,,1,0,None,1.3,None,,None,,None,,,,,Default,Normal,,,10,0.01,1,,None,,1
e,test6_01_014,test6_01_014,,2,,EnterTargetKomaIndex,1,TransformGimmickObjectToEnemy,e_glo_00001_general_n_Normal_Colorless,1,1,0,None,,ElapsedTime,50,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_015,test6_01_015,,1,,InitialSummon,,SummonGimmickObject,mag_manhole_enemy,,1,0,None,1.3,None,,None,,None,,,,,Default,Normal,,,10,0.01,1,,None,,1
e,test6_01_015,test6_01_015,,2,,InitialSummon,1,SummonEnemy,e_glo_00001_general_n_Normal_Colorless,,1,0,None,0.5,ElapsedTime,3000,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_015,test6_01_015,,3,,FriendUnitDead,2,TransformGimmickObjectToEnemy,e_glo_00001_general_n_Normal_Colorless,1,1,0,None,,ElapsedTime,50,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_016,test6_01_016,,1,,ElapsedTime,250,SummonEnemy,c_tak_00001_mainquest_spytrans_loid_Boss_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_017,test6_01_017,,10,,InitialSummon,,SummonGimmickObject,mag_manhole_enemy,,1,0,None,1.3,None,,None,,None,,,,,Default,Normal,,,10,0.01,1,,None,,1
e,test6_01_017,test6_01_017,,11,,ElapsedTime,0,SummonEnemy,e_dan_00001_general_n_trans_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_017,test6_01_017,,1,,FriendUnitTransform,11,TransformGimmickObjectToEnemy,c_tak_00001_mainquest_spytrans_loid_Boss_Colorless,1,1,0,None,,ElapsedTime,50,None,,None,,,,,Default,Normal,,,1,1,1,,None,,1
e,test6_01_018,test6_01_018,,1,,ElapsedTime,250,SummonEnemy,c_tak_00001_mainquest_poison_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,,10,1,1,,None,,1
